pT,label,z,D
9,μ=0.5*mt=4.562,0.4701,1.03679
9,μ=0.5*mt=4.562,0.474874,1.04813
9,μ=0.5*mt=4.562,0.479648,1.05944
9,μ=0.5*mt=4.562,0.484422,1.07072
9,μ=0.5*mt=4.562,0.489196,1.08197
9,μ=0.5*mt=4.562,0.493969,1.09317
9,μ=0.5*mt=4.562,0.498743,1.10432
9,μ=0.5*mt=4.562,0.503517,1.11541
9,μ=0.5*mt=4.562,0.508291,1.12643
9,μ=0.5*mt=4.562,0.513065,1.13738
9,μ=0.5*mt=4.562,0.517839,1.14823
9,μ=0.5*mt=4.562,0.522613,1.15895
9,μ=0.5*mt=4.562,0.527386,1.16955
9,μ=0.5*mt=4.562,0.53216,1.18003
9,μ=0.5*mt=4.562,0.536934,1.19039
9,μ=0.5*mt=4.562,0.541708,1.2006
9,μ=0.5*mt=4.562,0.546482,1.21063
9,μ=0.5*mt=4.562,0.551256,1.22047
9,μ=0.5*mt=4.562,0.55603,1.23013
9,μ=0.5*mt=4.562,0.560803,1.23961
9,μ=0.5*mt=4.562,0.565577,1.24886
9,μ=0.5*mt=4.562,0.570351,1.25783
9,μ=0.5*mt=4.562,0.575125,1.26652
9,μ=0.5*mt=4.562,0.579899,1.27493
9,μ=0.5*mt=4.562,0.584673,1.28305
9,μ=0.5*mt=4.562,0.589447,1.29088
9,μ=0.5*mt=4.562,0.594221,1.29841
9,μ=0.5*mt=4.562,0.598994,1.30561
9,μ=0.5*mt=4.562,0.603768,1.31241
9,μ=0.5*mt=4.562,0.608542,1.31877
9,μ=0.5*mt=4.562,0.613316,1.3247
9,μ=0.5*mt=4.562,0.61809,1.3302
9,μ=0.5*mt=4.562,0.622864,1.33524
9,μ=0.5*mt=4.562,0.627638,1.33978
9,μ=0.5*mt=4.562,0.632411,1.34376
9,μ=0.5*mt=4.562,0.637185,1.34722
9,μ=0.5*mt=4.562,0.641959,1.35018
9,μ=0.5*mt=4.562,0.646733,1.3526
9,μ=0.5*mt=4.562,0.651507,1.35441
9,μ=0.5*mt=4.562,0.656281,1.35551
9,μ=0.5*mt=4.562,0.661055,1.3559
9,μ=0.5*mt=4.562,0.665828,1.35555
9,μ=0.5*mt=4.562,0.670602,1.35448
9,μ=0.5*mt=4.562,0.675376,1.35269
9,μ=0.5*mt=4.562,0.68015,1.35018
9,μ=0.5*mt=4.562,0.684924,1.34685
9,μ=0.5*mt=4.562,0.689698,1.34262
9,μ=0.5*mt=4.562,0.694472,1.33748
9,μ=0.5*mt=4.562,0.699246,1.33158
9,μ=0.5*mt=4.562,0.704019,1.325
9,μ=0.5*mt=4.562,0.708793,1.31749
9,μ=0.5*mt=4.562,0.713567,1.30874
9,μ=0.5*mt=4.562,0.718341,1.29876
9,μ=0.5*mt=4.562,0.723115,1.28786
9,μ=0.5*mt=4.562,0.727889,1.27632
9,μ=0.5*mt=4.562,0.732663,1.26389
9,μ=0.5*mt=4.562,0.737436,1.25017
9,μ=0.5*mt=4.562,0.74221,1.23509
9,μ=0.5*mt=4.562,0.746984,1.21893
9,μ=0.5*mt=4.562,0.751758,1.20196
9,μ=0.5*mt=4.562,0.756532,1.18411
9,μ=0.5*mt=4.562,0.761306,1.16522
9,μ=0.5*mt=4.562,0.76608,1.14517
9,μ=0.5*mt=4.562,0.770854,1.12394
9,μ=0.5*mt=4.562,0.775627,1.10153
9,μ=0.5*mt=4.562,0.780401,1.07805
9,μ=0.5*mt=4.562,0.785175,1.05365
9,μ=0.5*mt=4.562,0.789949,1.0284
9,μ=0.5*mt=4.562,0.794723,1.00224
9,μ=0.5*mt=4.562,0.799497,0.975102
9,μ=0.5*mt=4.562,0.804271,0.947046
9,μ=0.5*mt=4.562,0.809044,0.918158
9,μ=0.5*mt=4.562,0.813818,0.888517
9,μ=0.5*mt=4.562,0.818592,0.858176
9,μ=0.5*mt=4.562,0.823366,0.827192
9,μ=0.5*mt=4.562,0.82814,0.79566
9,μ=0.5*mt=4.562,0.832914,0.763694
9,μ=0.5*mt=4.562,0.837688,0.731316
9,μ=0.5*mt=4.562,0.842461,0.69838
9,μ=0.5*mt=4.562,0.847235,0.664772
9,μ=0.5*mt=4.562,0.852009,0.630813
9,μ=0.5*mt=4.562,0.856783,0.59705
9,μ=0.5*mt=4.562,0.861557,0.563821
9,μ=0.5*mt=4.562,0.866331,0.53102
9,μ=0.5*mt=4.562,0.871105,0.498484
9,μ=0.5*mt=4.562,0.875879,0.466004
9,μ=0.5*mt=4.562,0.880652,0.433347
9,μ=0.5*mt=4.562,0.885426,0.400611
9,μ=0.5*mt=4.562,0.8902,0.368659
9,μ=0.5*mt=4.562,0.894974,0.338381
9,μ=0.5*mt=4.562,0.899748,0.309729
9,μ=0.5*mt=4.562,0.904522,0.282064
9,μ=0.5*mt=4.562,0.909296,0.2549
9,μ=0.5*mt=4.562,0.914069,0.22818
9,μ=0.5*mt=4.562,0.918843,0.201949
9,μ=0.5*mt=4.562,0.923617,0.176783
9,μ=0.5*mt=4.562,0.928391,0.153626
9,μ=0.5*mt=4.562,0.933165,0.13304
9,μ=0.5*mt=4.562,0.937939,0.114466
9,μ=0.5*mt=4.562,0.942713,0.0971777
9,μ=0.5*mt=4.562,0.947486,0.0808898
9,μ=0.5*mt=4.562,0.95226,0.065664
9,μ=0.5*mt=4.562,0.957034,0.0516535
9,μ=0.5*mt=4.562,0.961808,0.0392757
9,μ=0.5*mt=4.562,0.966582,0.0289736
9,μ=0.5*mt=4.562,0.971356,0.0207037
9,μ=0.5*mt=4.562,0.97613,0.0140036
9,μ=0.5*mt=4.562,0.980904,0.00852827
9,μ=0.5*mt=4.562,0.985677,0.00440117
9,μ=0.5*mt=4.562,0.990451,0.00182951
9,μ=0.5*mt=4.562,0.995225,0.000580009
9,μ=0.5*mt=4.562,0.999999,-8.27042e-08
9,μ=1*mt=9.124,0.05,0.547465
9,μ=1*mt=9.124,0.0547739,0.534311
9,μ=1*mt=9.124,0.0595477,0.522626
9,μ=1*mt=9.124,0.0643216,0.513834
9,μ=1*mt=9.124,0.0690955,0.50817
9,μ=1*mt=9.124,0.0738693,0.504625
9,μ=1*mt=9.124,0.0786432,0.50229
9,μ=1*mt=9.124,0.0834171,0.500959
9,μ=1*mt=9.124,0.0881909,0.500622
9,μ=1*mt=9.124,0.0929648,0.501197
9,μ=1*mt=9.124,0.0977386,0.502519
9,μ=1*mt=9.124,0.102513,0.504435
9,μ=1*mt=9.124,0.107286,0.506876
9,μ=1*mt=9.124,0.11206,0.509802
9,μ=1*mt=9.124,0.116834,0.513161
9,μ=1*mt=9.124,0.121608,0.516887
9,μ=1*mt=9.124,0.126382,0.520921
9,μ=1*mt=9.124,0.131156,0.525234
9,μ=1*mt=9.124,0.13593,0.529811
9,μ=1*mt=9.124,0.140703,0.534636
9,μ=1*mt=9.124,0.145477,0.539691
9,μ=1*mt=9.124,0.150251,0.544957
9,μ=1*mt=9.124,0.155025,0.55042
9,μ=1*mt=9.124,0.159799,0.556069
9,μ=1*mt=9.124,0.164573,0.56189
9,μ=1*mt=9.124,0.169347,0.567872
9,μ=1*mt=9.124,0.17412,0.574005
9,μ=1*mt=9.124,0.178894,0.580276
9,μ=1*mt=9.124,0.183668,0.586678
9,μ=1*mt=9.124,0.188442,0.5932
9,μ=1*mt=9.124,0.193216,0.599833
9,μ=1*mt=9.124,0.19799,0.606568
9,μ=1*mt=9.124,0.202764,0.613398
9,μ=1*mt=9.124,0.207538,0.620318
9,μ=1*mt=9.124,0.212311,0.627327
9,μ=1*mt=9.124,0.217085,0.634437
9,μ=1*mt=9.124,0.221859,0.641658
9,μ=1*mt=9.124,0.226633,0.648985
9,μ=1*mt=9.124,0.231407,0.656401
9,μ=1*mt=9.124,0.236181,0.663893
9,μ=1*mt=9.124,0.240955,0.671449
9,μ=1*mt=9.124,0.245728,0.679062
9,μ=1*mt=9.124,0.250502,0.686739
9,μ=1*mt=9.124,0.255276,0.6945
9,μ=1*mt=9.124,0.26005,0.702352
9,μ=1*mt=9.124,0.264824,0.710275
9,μ=1*mt=9.124,0.269598,0.718247
9,μ=1*mt=9.124,0.274372,0.726267
9,μ=1*mt=9.124,0.279145,0.734349
9,μ=1*mt=9.124,0.283919,0.742498
9,μ=1*mt=9.124,0.288693,0.750705
9,μ=1*mt=9.124,0.293467,0.758957
9,μ=1*mt=9.124,0.298241,0.767254
9,μ=1*mt=9.124,0.303015,0.775606
9,μ=1*mt=9.124,0.307789,0.784018
9,μ=1*mt=9.124,0.312563,0.792474
9,μ=1*mt=9.124,0.317336,0.800961
9,μ=1*mt=9.124,0.32211,0.809478
9,μ=1*mt=9.124,0.326884,0.81804
9,μ=1*mt=9.124,0.331658,0.826654
9,μ=1*mt=9.124,0.336432,0.835308
9,μ=1*mt=9.124,0.341206,0.843985
9,μ=1*mt=9.124,0.34598,0.852678
9,μ=1*mt=9.124,0.350753,0.861393
9,μ=1*mt=9.124,0.355527,0.870133
9,μ=1*mt=9.124,0.360301,0.878902
9,μ=1*mt=9.124,0.365075,0.887705
9,μ=1*mt=9.124,0.369849,0.89653
9,μ=1*mt=9.124,0.374623,0.905346
9,μ=1*mt=9.124,0.379397,0.914136
9,μ=1*mt=9.124,0.384171,0.922928
9,μ=1*mt=9.124,0.388944,0.931764
9,μ=1*mt=9.124,0.393718,0.94064
9,μ=1*mt=9.124,0.398492,0.949501
9,μ=1*mt=9.124,0.403266,0.958306
9,μ=1*mt=9.124,0.40804,0.96707
9,μ=1*mt=9.124,0.412814,0.975824
9,μ=1*mt=9.124,0.417588,0.984582
9,μ=1*mt=9.124,0.422361,0.993339
9,μ=1*mt=9.124,0.427135,1.00208
9,μ=1*mt=9.124,0.431909,1.01079
9,μ=1*mt=9.124,0.436683,1.0194
9,μ=1*mt=9.124,0.441457,1.02793
9,μ=1*mt=9.124,0.446231,1.03642
9,μ=1*mt=9.124,0.451005,1.04489
9,μ=1*mt=9.124,0.455778,1.05334
9,μ=1*mt=9.124,0.460552,1.06172
9,μ=1*mt=9.124,0.465326,1.07002
9,μ=1*mt=9.124,0.4701,1.0782
9,μ=1*mt=9.124,0.474874,1.08626
9,μ=1*mt=9.124,0.479648,1.09421
9,μ=1*mt=9.124,0.484422,1.10207
9,μ=1*mt=9.124,0.489196,1.10986
9,μ=1*mt=9.124,0.493969,1.11754
9,μ=1*mt=9.124,0.498743,1.1251
9,μ=1*mt=9.124,0.503517,1.13252
9,μ=1*mt=9.124,0.508291,1.13976
9,μ=1*mt=9.124,0.513065,1.14683
9,μ=1*mt=9.124,0.517839,1.15371
9,μ=1*mt=9.124,0.522613,1.16041
9,μ=1*mt=9.124,0.527386,1.16694
9,μ=1*mt=9.124,0.53216,1.17332
9,μ=1*mt=9.124,0.536934,1.17954
9,μ=1*mt=9.124,0.541708,1.18552
9,μ=1*mt=9.124,0.546482,1.1912
9,μ=1*mt=9.124,0.551256,1.1966
9,μ=1*mt=9.124,0.55603,1.20173
9,μ=1*mt=9.124,0.560803,1.20664
9,μ=1*mt=9.124,0.565577,1.21128
9,μ=1*mt=9.124,0.570351,1.21562
9,μ=1*mt=9.124,0.575125,1.21964
9,μ=1*mt=9.124,0.579899,1.22334
9,μ=1*mt=9.124,0.584673,1.2267
9,μ=1*mt=9.124,0.589447,1.22971
9,μ=1*mt=9.124,0.594221,1.23234
9,μ=1*mt=9.124,0.598994,1.23457
9,μ=1*mt=9.124,0.603768,1.23638
9,μ=1*mt=9.124,0.608542,1.23775
9,μ=1*mt=9.124,0.613316,1.23868
9,μ=1*mt=9.124,0.61809,1.23921
9,μ=1*mt=9.124,0.622864,1.23928
9,μ=1*mt=9.124,0.627638,1.23884
9,μ=1*mt=9.124,0.632411,1.23786
9,μ=1*mt=9.124,0.637185,1.23633
9,μ=1*mt=9.124,0.641959,1.23429
9,μ=1*mt=9.124,0.646733,1.23173
9,μ=1*mt=9.124,0.651507,1.22857
9,μ=1*mt=9.124,0.656281,1.22479
9,μ=1*mt=9.124,0.661055,1.22037
9,μ=1*mt=9.124,0.665828,1.21531
9,μ=1*mt=9.124,0.670602,1.2096
9,μ=1*mt=9.124,0.675376,1.20326
9,μ=1*mt=9.124,0.68015,1.19629
9,μ=1*mt=9.124,0.684924,1.18861
9,μ=1*mt=9.124,0.689698,1.18013
9,μ=1*mt=9.124,0.694472,1.17088
9,μ=1*mt=9.124,0.699246,1.16097
9,μ=1*mt=9.124,0.704019,1.15047
9,μ=1*mt=9.124,0.708793,1.13923
9,μ=1*mt=9.124,0.713567,1.12702
9,μ=1*mt=9.124,0.718341,1.11385
9,μ=1*mt=9.124,0.723115,1.09995
9,μ=1*mt=9.124,0.727889,1.08551
9,μ=1*mt=9.124,0.732663,1.07037
9,μ=1*mt=9.124,0.737436,1.05428
9,μ=1*mt=9.124,0.74221,1.0372
9,μ=1*mt=9.124,0.746984,1.01931
9,μ=1*mt=9.124,0.751758,1.00079
9,μ=1*mt=9.124,0.756532,0.981619
9,μ=1*mt=9.124,0.761306,0.961702
9,μ=1*mt=9.124,0.76608,0.94099
9,μ=1*mt=9.124,0.770854,0.919485
9,μ=1*mt=9.124,0.775627,0.897199
9,μ=1*mt=9.124,0.780401,0.874186
9,μ=1*mt=9.124,0.785175,0.850519
9,μ=1*mt=9.124,0.789949,0.826264
9,μ=1*mt=9.124,0.794723,0.801479
9,μ=1*mt=9.124,0.799497,0.776216
9,μ=1*mt=9.124,0.804271,0.750478
9,μ=1*mt=9.124,0.809044,0.72425
9,μ=1*mt=9.124,0.813818,0.697553
9,μ=1*mt=9.124,0.818592,0.670469
9,μ=1*mt=9.124,0.823366,0.643091
9,μ=1*mt=9.124,0.82814,0.615529
9,μ=1*mt=9.124,0.832914,0.587897
9,μ=1*mt=9.124,0.837688,0.560212
9,μ=1*mt=9.124,0.842461,0.532304
9,μ=1*mt=9.124,0.847235,0.504029
9,μ=1*mt=9.124,0.852009,0.475674
9,μ=1*mt=9.124,0.856783,0.447744
9,μ=1*mt=9.124,0.861557,0.420544
9,μ=1*mt=9.124,0.866331,0.393959
9,μ=1*mt=9.124,0.871105,0.367822
9,μ=1*mt=9.124,0.875879,0.341951
9,μ=1*mt=9.124,0.880652,0.316163
9,μ=1*mt=9.124,0.885426,0.290524
9,μ=1*mt=9.124,0.8902,0.265684
9,μ=1*mt=9.124,0.894974,0.24231
9,μ=1*mt=9.124,0.899748,0.220362
9,μ=1*mt=9.124,0.904522,0.199345
9,μ=1*mt=9.124,0.909296,0.178886
9,μ=1*mt=9.124,0.914069,0.158941
9,μ=1*mt=9.124,0.918843,0.139546
9,μ=1*mt=9.124,0.923617,0.121103
9,μ=1*mt=9.124,0.928391,0.104271
9,μ=1*mt=9.124,0.933165,0.0894373
9,μ=1*mt=9.124,0.937939,0.0761965
9,μ=1*mt=9.124,0.942713,0.0640254
9,μ=1*mt=9.124,0.947486,0.052732
9,μ=1*mt=9.124,0.95226,0.0423831
9,μ=1*mt=9.124,0.957034,0.0330683
9,μ=1*mt=9.124,0.961808,0.0249275
9,μ=1*mt=9.124,0.966582,0.0181006
9,μ=1*mt=9.124,0.971356,0.0125445
9,μ=1*mt=9.124,0.97613,0.00805917
9,μ=1*mt=9.124,0.980904,0.00450103
9,μ=1*mt=9.124,0.985677,0.00194854
9,μ=1*mt=9.124,0.990451,0.00051562
9,μ=1*mt=9.124,0.995225,2.04924e-05
9,μ=1*mt=9.124,0.999999,-1.43965e-07
9,μ=2*mt=18.25,0.05,0.760425
9,μ=2*mt=18.25,0.0547739,0.734939
9,μ=2*mt=18.25,0.0595477,0.711848
9,μ=2*mt=18.25,0.0643216,0.693475
9,μ=2*mt=18.25,0.0690955,0.680211
9,μ=2*mt=18.25,0.0738693,0.670429
9,μ=2*mt=18.25,0.0786432,0.662647
9,μ=2*mt=18.25,0.0834171,0.656487
9,μ=2*mt=18.25,0.0881909,0.651875
9,μ=2*mt=18.25,0.0929648,0.648673
9,μ=2*mt=18.25,0.0977386,0.646664
9,μ=2*mt=18.25,0.102513,0.645636
9,μ=2*mt=18.25,0.107286,0.645434
9,μ=2*mt=18.25,0.11206,0.645916
9,μ=2*mt=18.25,0.116834,0.646988
9,μ=2*mt=18.25,0.121608,0.648614
9,μ=2*mt=18.25,0.126382,0.650755
9,μ=2*mt=18.25,0.131156,0.653349
9,μ=2*mt=18.25,0.13593,0.656327
9,μ=2*mt=18.25,0.140703,0.659635
9,μ=2*mt=18.25,0.145477,0.663246
9,μ=2*mt=18.25,0.150251,0.667136
9,μ=2*mt=18.25,0.155025,0.671281
9,μ=2*mt=18.25,0.159799,0.675658
9,μ=2*mt=18.25,0.164573,0.680249
9,μ=2*mt=18.25,0.169347,0.685037
9,μ=2*mt=18.25,0.17412,0.690007
9,μ=2*mt=18.25,0.178894,0.695146
9,μ=2*mt=18.25,0.183668,0.70044
9,μ=2*mt=18.25,0.188442,0.705877
9,μ=2*mt=18.25,0.193216,0.711446
9,μ=2*mt=18.25,0.19799,0.717135
9,μ=2*mt=18.25,0.202764,0.722933
9,μ=2*mt=18.25,0.207538,0.728827
9,μ=2*mt=18.25,0.212311,0.734809
9,μ=2*mt=18.25,0.217085,0.740884
9,μ=2*mt=18.25,0.221859,0.747059
9,μ=2*mt=18.25,0.226633,0.753331
9,μ=2*mt=18.25,0.231407,0.759694
9,μ=2*mt=18.25,0.236181,0.766134
9,μ=2*mt=18.25,0.240955,0.772625
9,μ=2*mt=18.25,0.245728,0.779142
9,μ=2*mt=18.25,0.250502,0.785699
9,μ=2*mt=18.25,0.255276,0.79233
9,μ=2*mt=18.25,0.26005,0.799051
9,μ=2*mt=18.25,0.264824,0.805831
9,μ=2*mt=18.25,0.269598,0.812633
9,μ=2*mt=18.25,0.274372,0.819451
9,μ=2*mt=18.25,0.279145,0.826299
9,μ=2*mt=18.25,0.283919,0.833187
9,μ=2*mt=18.25,0.288693,0.840116
9,μ=2*mt=18.25,0.293467,0.847082
9,μ=2*mt=18.25,0.298241,0.854075
9,μ=2*mt=18.25,0.303015,0.861078
9,μ=2*mt=18.25,0.307789,0.868081
9,μ=2*mt=18.25,0.312563,0.875097
9,μ=2*mt=18.25,0.317336,0.882139
9,μ=2*mt=18.25,0.32211,0.889204
9,μ=2*mt=18.25,0.326884,0.896273
9,μ=2*mt=18.25,0.331658,0.903332
9,μ=2*mt=18.25,0.336432,0.910381
9,μ=2*mt=18.25,0.341206,0.917428
9,μ=2*mt=18.25,0.34598,0.924472
9,μ=2*mt=18.25,0.350753,0.931512
9,μ=2*mt=18.25,0.355527,0.938541
9,μ=2*mt=18.25,0.360301,0.945551
9,μ=2*mt=18.25,0.365075,0.952531
9,μ=2*mt=18.25,0.369849,0.959479
9,μ=2*mt=18.25,0.374623,0.9664
9,μ=2*mt=18.25,0.379397,0.973299
9,μ=2*mt=18.25,0.384171,0.980166
9,μ=2*mt=18.25,0.388944,0.986994
9,μ=2*mt=18.25,0.393718,0.993774
9,μ=2*mt=18.25,0.398492,1.0005
9,μ=2*mt=18.25,0.403266,1.00717
9,μ=2*mt=18.25,0.40804,1.01379
9,μ=2*mt=18.25,0.412814,1.02034
9,μ=2*mt=18.25,0.417588,1.02684
9,μ=2*mt=18.25,0.422361,1.03327
9,μ=2*mt=18.25,0.427135,1.03962
9,μ=2*mt=18.25,0.431909,1.0459
9,μ=2*mt=18.25,0.436683,1.05207
9,μ=2*mt=18.25,0.441457,1.05814
9,μ=2*mt=18.25,0.446231,1.06411
9,μ=2*mt=18.25,0.451005,1.07
9,μ=2*mt=18.25,0.455778,1.07579
9,μ=2*mt=18.25,0.460552,1.08147
9,μ=2*mt=18.25,0.465326,1.08702
9,μ=2*mt=18.25,0.4701,1.09243
9,μ=2*mt=18.25,0.474874,1.09769
9,μ=2*mt=18.25,0.479648,1.10281
9,μ=2*mt=18.25,0.484422,1.10778
9,μ=2*mt=18.25,0.489196,1.11261
9,μ=2*mt=18.25,0.493969,1.11729
9,μ=2*mt=18.25,0.498743,1.1218
9,μ=2*mt=18.25,0.503517,1.12614
9,μ=2*mt=18.25,0.508291,1.13027
9,μ=2*mt=18.25,0.513065,1.13418
9,μ=2*mt=18.25,0.517839,1.13788
9,μ=2*mt=18.25,0.522613,1.14135
9,μ=2*mt=18.25,0.527386,1.14461
9,μ=2*mt=18.25,0.53216,1.14769
9,μ=2*mt=18.25,0.536934,1.15058
9,μ=2*mt=18.25,0.541708,1.1532
9,μ=2*mt=18.25,0.546482,1.15548
9,μ=2*mt=18.25,0.551256,1.15744
9,μ=2*mt=18.25,0.55603,1.15912
9,μ=2*mt=18.25,0.560803,1.16055
9,μ=2*mt=18.25,0.565577,1.16169
9,μ=2*mt=18.25,0.570351,1.16253
9,μ=2*mt=18.25,0.575125,1.16304
9,μ=2*mt=18.25,0.579899,1.16321
9,μ=2*mt=18.25,0.584673,1.16304
9,μ=2*mt=18.25,0.589447,1.1625
9,μ=2*mt=18.25,0.594221,1.16157
9,μ=2*mt=18.25,0.598994,1.16023
9,μ=2*mt=18.25,0.603768,1.15847
9,μ=2*mt=18.25,0.608542,1.1563
9,μ=2*mt=18.25,0.613316,1.15373
9,μ=2*mt=18.25,0.61809,1.15076
9,μ=2*mt=18.25,0.622864,1.14738
9,μ=2*mt=18.25,0.627638,1.14352
9,μ=2*mt=18.25,0.632411,1.13914
9,μ=2*mt=18.25,0.637185,1.13425
9,μ=2*mt=18.25,0.641959,1.12888
9,μ=2*mt=18.25,0.646733,1.12301
9,μ=2*mt=18.25,0.651507,1.11662
9,μ=2*mt=18.25,0.656281,1.10969
9,μ=2*mt=18.25,0.661055,1.1022
9,μ=2*mt=18.25,0.665828,1.09416
9,μ=2*mt=18.25,0.670602,1.08558
9,μ=2*mt=18.25,0.675376,1.07645
9,μ=2*mt=18.25,0.68015,1.06678
9,μ=2*mt=18.25,0.684924,1.0565
9,μ=2*mt=18.25,0.689698,1.04556
9,μ=2*mt=18.25,0.694472,1.03395
9,μ=2*mt=18.25,0.699246,1.0218
9,μ=2*mt=18.25,0.704019,1.00915
9,μ=2*mt=18.25,0.708793,0.995902
9,μ=2*mt=18.25,0.713567,0.98192
9,μ=2*mt=18.25,0.718341,0.967205
9,μ=2*mt=18.25,0.723115,0.951921
9,μ=2*mt=18.25,0.727889,0.936197
9,μ=2*mt=18.25,0.732663,0.919936
9,μ=2*mt=18.25,0.737436,0.902976
9,μ=2*mt=18.25,0.74221,0.885283
9,μ=2*mt=18.25,0.746984,0.866987
9,μ=2*mt=18.25,0.751758,0.848206
9,μ=2*mt=18.25,0.756532,0.828943
9,μ=2*mt=18.25,0.761306,0.809159
9,μ=2*mt=18.25,0.76608,0.788842
9,μ=2*mt=18.25,0.770854,0.768007
9,μ=2*mt=18.25,0.775627,0.746675
9,μ=2*mt=18.25,0.780401,0.724866
9,μ=2*mt=18.25,0.785175,0.702604
9,μ=2*mt=18.25,0.789949,0.679946
9,μ=2*mt=18.25,0.794723,0.657004
9,μ=2*mt=18.25,0.799497,0.633876
9,μ=2*mt=18.25,0.804271,0.610545
9,μ=2*mt=18.25,0.809044,0.586942
9,μ=2*mt=18.25,0.813818,0.563061
9,μ=2*mt=18.25,0.818592,0.538995
9,μ=2*mt=18.25,0.823366,0.514851
9,μ=2*mt=18.25,0.82814,0.490739
9,μ=2*mt=18.25,0.832914,0.466772
9,μ=2*mt=18.25,0.837688,0.442962
9,μ=2*mt=18.25,0.842461,0.419135
9,μ=2*mt=18.25,0.847235,0.395144
9,μ=2*mt=18.25,0.852009,0.371228
9,μ=2*mt=18.25,0.856783,0.34783
9,μ=2*mt=18.25,0.861557,0.325216
9,μ=2*mt=18.25,0.866331,0.303273
9,μ=2*mt=18.25,0.871105,0.281847
9,μ=2*mt=18.25,0.875879,0.260784
9,μ=2*mt=18.25,0.880652,0.239937
9,μ=2*mt=18.25,0.885426,0.219353
9,μ=2*mt=18.25,0.8902,0.19953
9,μ=2*mt=18.25,0.894974,0.180983
9,μ=2*mt=18.25,0.899748,0.163674
9,μ=2*mt=18.25,0.904522,0.147214
9,μ=2*mt=18.25,0.909296,0.13131
9,μ=2*mt=18.25,0.914069,0.115931
9,μ=2*mt=18.25,0.918843,0.101104
9,μ=2*mt=18.25,0.923617,0.0871149
9,μ=2*mt=18.25,0.928391,0.0744264
9,μ=2*mt=18.25,0.933165,0.0633083
9,μ=2*mt=18.25,0.937939,0.0534639
9,μ=2*mt=18.25,0.942713,0.0445125
9,μ=2*mt=18.25,0.947486,0.0363219
9,μ=2*mt=18.25,0.95226,0.0289546
9,μ=2*mt=18.25,0.957034,0.0224615
9,μ=2*mt=18.25,0.961808,0.0168418
9,μ=2*mt=18.25,0.966582,0.0120828
9,μ=2*mt=18.25,0.971356,0.0081452
9,μ=2*mt=18.25,0.97613,0.00496661
9,μ=2*mt=18.25,0.980904,0.00250896
9,μ=2*mt=18.25,0.985677,0.000823837
9,μ=2*mt=18.25,0.990451,-2.69579e-05
9,μ=2*mt=18.25,0.995225,-0.000187956
9,μ=2*mt=18.25,0.999999,-1.50702e-07
  
  
  
