# fragmentation : Kniehl & Kramer (N=0.694, eps=0.101)
# channel       : An0n
#   dipole file dir       : data/Pb/mve/glauber_mve_<b>
#   pD0 sweep             : 0.1 to 12.0 GeV, step 0.2
#   fixed rapidity y      : 3.0
# ============================================================
# b  pD0  dsigma_dy
0  0.1  669922
0  0.3  395381
0  0.5  242891
0  0.7  149513
0  0.9  92480.2
0  1.1  57545.6
0  1.3  36126.9
0  1.5  22891.4
0  1.7  14651
0  1.9  9468.91
0  2.1  6182.46
0  2.3  4076.26
0  2.5  2714.92
0  2.7  1825.5
0  2.9  1238.76
0  3.1  848.3
0  3.3  586.049
0  3.5  408.282
0  3.7  286.663
0  3.9  202.808
0  4.1  144.499
0  4.3  103.655
0  4.5  74.8479
0  4.7  54.3742
0  4.9  39.738
0  5.1  29.1835
0  5.3  21.5658
0  5.5  16.0063
0  5.7  11.9395
0  5.9  8.94724
0  6.1  6.73375
0  6.3  5.08857
0  6.5  3.86374
0  6.7  2.94209
0  6.9  2.24841
0  7.1  1.72353
0  7.3  1.3265
0  7.5  1.0241
0  7.7  0.792649
0  7.9  0.615354
0  8.1  0.479459
0  8.3  0.374298
0  8.5  0.292779
0  8.7  0.229728
0  8.9  0.180703
0  9.1  0.14247
0  9.3  0.112611
0  9.5  0.0891843
0  9.7  0.0707659
0  9.9  0.0562503
0  10.1  0.0448135
0  10.3  0.0357637
0  10.5  0.0285902
0  10.7  0.0228839
0  10.9  0.018359
0  11.1  0.0147516
0  11.3  0.0118729
0  11.5  0.00957066
0  11.7  0.00773116
0  11.9  0.00624577
2  0.1  669442
2  0.3  395094
2  0.5  242711
2  0.7  149400
2  0.9  92407.6
2  1.1  57498.5
2  1.3  36096.1
2  1.5  22870.9
2  1.7  14637.3
2  1.9  9459.68
2  2.1  6176.19
2  2.3  4071.97
2  2.5  2711.98
2  2.7  1823.47
2  2.9  1237.34
2  3.1  847.302
2  3.3  585.345
2  3.5  407.783
2  3.7  286.307
2  3.9  202.552
2  4.1  144.314
2  4.3  103.521
2  4.5  74.7498
2  4.7  54.3026
2  4.9  39.6849
2  5.1  29.1442
2  5.3  21.5364
2  5.5  15.9844
2  5.7  11.923
2  5.9  8.93472
2  6.1  6.72429
2  6.3  5.08135
2  6.5  3.8582
2  6.7  2.93786
2  6.9  2.24514
2  7.1  1.72102
2  7.3  1.32456
2  7.5  1.0226
2  7.7  0.791486
2  7.9  0.614447
2  8.1  0.478744
2  8.3  0.373738
2  8.5  0.292342
2  8.7  0.229384
2  8.9  0.180431
2  9.1  0.142255
2  9.3  0.112441
2  9.5  0.0890486
2  9.7  0.0706582
2  9.9  0.0561642
2  10.1  0.0447448
2  10.3  0.0357086
2  10.5  0.0285459
2  10.7  0.0228482
2  10.9  0.0183304
2  11.1  0.0147286
2  11.3  0.0118543
2  11.5  0.00955558
2  11.7  0.007719
2  11.9  0.00623593
4  0.1  667988
4  0.3  394223
4  0.5  242165
4  0.7  149057
4  0.9  92189.3
4  1.1  57356.2
4  1.3  36002.9
4  1.5  22808.5
4  1.7  14595.8
4  1.9  9431.77
4  2.1  6157.03
4  2.3  4059.11
4  2.5  2703.25
4  2.7  1817.28
4  2.9  1233.03
4  3.1  844.282
4  3.3  583.216
4  3.5  406.262
4  3.7  285.227
4  3.9  201.779
4  4.1  143.753
4  4.3  103.12
4  4.5  74.4563
4  4.7  54.0892
4  4.9  39.5316
4  5.1  29.0429
4  5.3  21.4516
4  5.5  15.9246
4  5.7  11.8747
4  5.9  8.89759
4  6.1  6.69889
4  6.3  5.05995
4  6.5  3.84148
4  6.7  2.92549
4  6.9  2.23572
4  7.1  1.71409
4  7.3  1.31898
4  7.5  1.01782
4  7.7  0.788437
4  7.9  0.612147
4  8.1  0.476299
4  8.3  0.371831
4  8.5  0.291038
4  8.7  0.228373
4  8.9  0.179707
4  9.1  0.141633
4  9.3  0.111927
4  9.5  0.0886244
4  9.7  0.0703575
4  9.9  0.0559225
4  10.1  0.0445496
4  10.3  0.035532
4  10.5  0.0284083
4  10.7  0.0227534
4  10.9  0.0182524
4  11.1  0.0146659
4  11.3  0.0118051
4  11.5  0.00951892
4  11.7  0.007683
4  11.9  0.00620704
6  0.1  665536
6  0.3  392760
6  0.5  241249
