# fragmentation : LHAPDF (data/prompt-D0-1-109/prompt-D0-1-109_0000.dat, member 0, Q=1.5)
# channel       : An0n
#   dipole file dir       : data/Pb/mve/glauber_mve_<b>
#   pD0 loop             : 0.1 to 12.0 GeV, step 0.2
#   fixed rapidity y      : -1.0
# ============================================================
# b  pD0  dsigma_dy
0  0.1  743.372
0  0.3  579.592
0  0.5  444.483
0  0.7  333.997
0  0.9  248.355
0  1.1  183.743
0  1.3  135.678
0  1.5  100.247
0  1.7  74.3133
0  1.9  55.4344
0  2.1  41.6354
0  2.3  31.519
0  2.5  24.064
0  2.7  18.5503
0  2.9  14.4231
0  3.1  11.3193
0  3.3  8.96137
0  3.5  7.15438
0  3.7  5.75764
0  3.9  4.67106
0  4.1  3.81689
0  4.3  3.14015
0  4.5  2.59961
0  4.7  2.16667
0  4.9  1.81578
0  5.1  1.53043
0  5.3  1.29627
0  5.5  1.10306
0  5.7  0.943707
0  5.9  0.81005
0  6.1  0.699341
0  6.3  0.605377
0  6.5  0.526117
0  6.7  0.45873
0  6.9  0.401332
0  7.1  0.352182
0  7.3  0.310184
0  7.5  0.273856
0  7.7  0.242535
0  7.9  0.215432
0  8.1  0.19177
0  8.3  0.171049
0  8.5  0.152955
0  8.7  0.137044
0  8.9  0.123111
0  9.1  0.11083
0  9.3  0.0999715
0  9.5  0.0903395
0  9.7  0.0817829
0  9.9  0.0741579
0  10.1  0.0673467
0  10.3  0.0612557
0  10.5  0.0558085
0  10.7  0.050915
0  10.9  0.0465519
0  11.1  0.0426126
0  11.3  0.0390593
0  11.5  0.0358519
0  11.7  0.0329469
0  11.9  0.0303177
2  0.1  742.591
2  0.3  578.962
2  0.5  443.995
2  0.7  333.624
2  0.9  248.063
2  1.1  183.508
2  1.3  135.5
2  1.5  100.113
2  1.7  74.2045
2  1.9  55.3504
2  2.1  41.5712
2  2.3  31.469
2  2.5  24.0247
2  2.7  18.5197
2  2.9  14.3988
2  3.1  11.3001
2  3.3  8.94602
2  3.5  7.14199
2  3.7  5.74762
2  3.9  4.66292
2  4.1  3.81018
2  4.3  3.13461
2  4.5  2.59503
2  4.7  2.16281
2  4.9  1.81255
2  5.1  1.52769
2  5.3  1.29394
2  5.5  1.1011
2  5.7  0.942004
2  5.9  0.808573
2  6.1  0.69807
2  6.3  0.604289
2  6.5  0.525167
2  6.7  0.457899
2  6.9  0.400618
2  7.1  0.351548
2  7.3  0.309616
2  7.5  0.273355
2  7.7  0.24218
2  7.9  0.215037
2  8.1  0.191401
2  8.3  0.170739
2  8.5  0.152663
2  8.7  0.136795
2  8.9  0.122887
2  9.1  0.110626
2  9.3  0.099746
2  9.5  0.0901681
2  9.7  0.0816251
2  9.9  0.0740181
2  10.1  0.0672209
2  10.3  0.0611424
2  10.5  0.0557037
2  10.7  0.0508216
2  10.9  0.0464649
2  11.1  0.0425302
2  11.3  0.0389863
2  11.5  0.0357775
2  11.7  0.0328846
2  11.9  0.030253
4  0.1  740.062
4  0.3  577.075
4  0.5  442.522
4  0.7  332.503
4  0.9  247.181
4  1.1  182.825
4  1.3  134.963
4  1.5  99.6933
4  1.7  73.8963
4  1.9  55.1001
4  2.1  41.3765
4  2.3  31.318
4  2.5  23.9065
4  2.7  18.428
4  2.9  14.3259
4  3.1  11.2428
4  3.3  8.89999
4  3.5  7.10508
4  3.7  5.71753
4  3.9  4.63823
4  4.1  3.79006
4  4.3  3.11776
4  4.5  2.58286
4  4.7  2.15075
4  4.9  1.80354
4  5.1  1.51939
4  5.3  1.2868
4  5.5  1.09545
4  5.7  0.936858
4  5.9  0.804079
4  6.1  0.694018
4  6.3  0.60077
4  6.5  0.522239
4  6.7  0.455406
4  6.9  0.398394
4  7.1  0.349468
4  7.3  0.307973
4  7.5  0.271983
4  7.7  0.240847
4  7.9  0.213835
4  8.1  0.190231
4  8.3  0.169794
4  8.5  0.151812
4  8.7  0.136027
4  8.9  0.122197
4  9.1  0.110012
4  9.3  0.0992252
4  9.5  0.0896668
4  9.7  0.0811682
4  9.9  0.0735998
4  10.1  0.0668072
4  10.3  0.0608036
4  10.5  0.0553874
4  10.7  0.0505352
4  10.9  0.0462001
4  11.1  0.042292
4  11.3  0.0387674
4  11.5  0.0355823
4  11.7  0.0327007
4  11.9  0.0301041
6  0.1  736.023
6  0.3  573.876
6  0.5  440.329
6  0.7  330.598
6  0.9  245.724
6  1.1  181.657
6  1.3  134.057
6  1.5  98.9584
6  1.7  73.3262
6  1.9  54.6816
6  2.1  41.0479
6  2.3  31.0636
6  2.5  23.7081
6  2.7  18.2723
6  2.9  14.2037
6  3.1  11.1443
6  3.3  8.82185
6  3.5  7.04202
6  3.7  5.66668
6  3.9  4.59682
6  4.1  3.75592
6  4.3  3.08977
6  4.5  2.55773
6  4.7  2.13115
6  4.9  1.78636
6  5.1  1.50564
6  5.3  1.27517
6  5.5  1.0851
6  5.7  0.928183
6  5.9  0.796716
6  6.1  0.68782
6  6.3  0.595436
6  6.5  0.517441
6  6.7  0.451156
6  6.9  0.394686
6  7.1  0.346368
6  7.3  0.305037
6  7.5  0.269415
6  7.7  0.238594
6  7.9  0.211834
6  8.1  0.18856
6  8.3  0.168189
6  8.5  0.15039
6  8.7  0.134749
6  8.9  0.12105
6  9.1  0.108969
6  9.3  0.0982291
6  9.5  0.0888237
6  9.7  0.0804055
6  9.9  0.072897
6  10.1  0.0662126
6  10.3  0.0602267
6  10.5  0.0548614
6  10.7  0.0500499
6  10.9  0.0457546
6  11.1  0.0418882
6  11.3  0.0383983
6  11.5  0.0352375
6  11.7  0.0323885
6  11.9  0.0298018
8  0.1  730.232
8  0.3  569.314
8  0.5  436.781
8  0.7  328.041
8  0.9  243.554
8  1.1  179.995
8  1.3  132.764
8  1.5  97.9631
8  1.7  72.5534
8  1.9  54.0743
8  2.1  40.5789
8  2.3  30.7004
8  2.5  23.4259
8  2.7  18.0513
8  2.9  14.029
8  3.1  11.0056
8  3.3  8.7113
8  3.5  6.95316
8  3.7  5.59451
8  3.9  4.53795
8  4.1  3.70863
8  4.3  3.04995
8  4.5  2.52434
8  4.7  2.10388
8  4.9  1.76386
8  5.1  1.48591
8  5.3  1.25837
8  5.5  1.07142
8  5.7  0.915408
8  5.9  0.786165
8  6.1  0.678445
8  6.3  0.587437
8  6.5  0.510279
8  6.7  0.445112
8  6.9  0.389385
8  7.1  0.341738
8  7.3  0.300939
8  7.5  0.265561
8  7.7  0.235409
8  7.9  0.208996
8  8.1  0.186001
8  8.3  0.165792
8  8.5  0.148362
8  8.7  0.132921
8  8.9  0.119403
8  9.1  0.107516
8  9.3  0.0969635
8  9.5  0.0876079
8  9.7  0.0792432
8  9.9  0.0718988
8  10.1  0.0653117
8  10.3  0.0593933
8  10.5  0.054099
8  10.7  0.0493646
8  10.9  0.0451084
8  11.1  0.0413173
8  11.3  0.0378721
8  11.5  0.0347542
8  11.7  0.0319338
8  11.9  0.0293892
10  0.1  722.586
10  0.3  563.273
10  0.5  432.059
10  0.7  324.404
10  0.9  240.78
10  1.1  177.796
10  1.3  131.057
10  1.5  96.6459
10  1.7  71.5474
10  1.9  53.282
10  2.1  39.9642
10  2.3  30.2233
10  2.5  23.0561
10  2.7  17.7604
10  2.9  13.7998
10  3.1  10.8236
10  3.3  8.56591
10  3.5  6.83624
10  3.7  5.49974
10  3.9  4.46067
10  4.1  3.64418
10  4.3  2.9975
10  4.5  2.48251
10  4.7  2.06787
10  4.9  1.73244
10  5.1  1.46003
10  5.3  1.23648
10  5.5  1.0521
10  5.7  0.899923
10  5.9  0.772368
10  6.1  0.666568
10  6.3  0.577169
10  6.5  0.501524
10  6.7  0.437285
10  6.9  0.382554
10  7.1  0.335646
10  7.3  0.295601
10  7.5  0.260951
10  7.7  0.231205
10  7.9  0.20526
10  8.1  0.182618
10  8.3  0.162967
10  8.5  0.1457
10  8.7  0.130546
10  8.9  0.117258
10  9.1  0.105566
10  9.3  0.0952089
10  9.5  0.0860306
10  9.7  0.0778783
10  9.9  0.0705915
10  10.1  0.0641303
10  10.3  0.058339
10  10.5  0.053132
10  10.7  0.0484629
10  10.9  0.0443139
10  11.1  0.0405684
10  11.3  0.0371846
10  11.5  0.0341277
10  11.7  0.0313626
10  11.9  0.0288598
12  0.1  712.92
12  0.3  555.592
12  0.5  426.079
12  0.7  319.821
12  0.9  237.152
12  1.1  175.016
12  1.3  128.895
12  1.5  94.9606
12  1.7  70.2527
12  1.9  52.2834
12  2.1  39.1848
12  2.3  29.6222
12  2.5  22.5882
12  2.7  17.3948
