# fragmentation : Kniehl & Kramer (N=0.694, eps=0.101)
# channel       : An0n
#   dipole file dir       : data/Pb/mve/glauber_mve_<b>
#   pD0 loop             : 0.1 to 12.0 GeV, step 0.2
#   fixed rapidity y      : 0.0
# ============================================================
# b  pD0  dsigma_dy
0  0.1  1217.95
0  0.3  799.414
0  0.5  550.609
0  0.7  386.475
0  0.9  274.556
0  1.1  197.036
0  1.3  142.706
0  1.5  104.218
0  1.7  76.7409
0  1.9  56.9701
0  2.1  42.6724
0  2.3  32.2371
0  2.5  24.5842
0  2.7  18.9054
0  2.9  14.6761
0  3.1  11.4919
0  3.3  9.07325
0  3.5  7.22173
0  3.7  5.79218
0  3.9  4.6811
0  4.1  3.81028
0  4.3  3.12075
0  4.5  2.57067
0  4.7  2.13197
0  4.9  1.77772
0  5.1  1.48991
0  5.3  1.25481
0  5.5  1.06174
0  5.7  0.902278
0  5.9  0.770276
0  6.1  0.660246
0  6.3  0.568008
0  6.5  0.49009
0  6.7  0.424646
0  6.9  0.369173
0  7.1  0.321725
0  7.3  0.281505
0  7.5  0.246915
0  7.7  0.217164
0  7.9  0.191485
0  8.1  0.169265
0  8.3  0.149971
0  8.5  0.133179
0  8.7  0.118491
0  8.9  0.105721
0  9.1  0.0945089
0  9.3  0.0846443
0  9.5  0.0759483
0  9.7  0.0682342
0  9.9  0.0614554
0  10.1  0.0554401
0  10.3  0.0500511
0  10.5  0.0452965
0  10.7  0.0410391
0  10.9  0.0372479
0  11.1  0.0338644
0  11.3  0.0308251
0  11.5  0.0281004
0  11.7  0.0256397
0  11.9  0.0234249
2  0.1  1216.76
2  0.3  798.621
2  0.5  550.052
2  0.7  386.07
2  0.9  274.257
2  1.1  196.812
2  1.3  142.536
2  1.5  104.087
2  1.7  76.6406
2  1.9  56.893
2  2.1  42.6124
2  2.3  32.1904
2  2.5  24.5479
2  2.7  18.8769
2  2.9  14.6537
2  3.1  11.4741
2  3.3  9.05901
2  3.5  7.21025
2  3.7  5.78294
2  3.9  4.67351
2  4.1  3.80404
2  4.3  3.11563
2  4.5  2.56645
2  4.7  2.12845
2  4.9  1.77478
2  5.1  1.48738
2  5.3  1.25271
2  5.5  1.05996
2  5.7  0.90074
2  5.9  0.769021
2  6.1  0.659126
2  6.3  0.567026
2  6.5  0.48925
2  6.7  0.423937
2  6.9  0.368548
2  7.1  0.321178
2  7.3  0.281024
2  7.5  0.246486
2  7.7  0.216786
2  7.9  0.191148
2  8.1  0.168965
2  8.3  0.149712
2  8.5  0.132946
2  8.7  0.118286
2  8.9  0.105528
2  9.1  0.0943476
2  9.3  0.0844939
2  9.5  0.0758197
2  9.7  0.0681162
2  9.9  0.061348
2  10.1  0.0553419
2  10.3  0.0499839
2  10.5  0.0452144
2  10.7  0.040966
2  10.9  0.0371806
2  11.1  0.0338034
2  11.3  0.030773
2  11.5  0.0280526
2  11.7  0.0255935
2  11.9  0.0233846
4  0.1  1216.95
4  0.3  799.227
4  0.5  550.782
4  0.7  386.4
4  0.9  274.716
4  1.1  197.034
4  1.3  142.264
4  1.5  103.704
4  1.7  76.3386
4  1.9  56.6653
4  2.1  42.4325
4  2.3  32.05
