pT,label,z,D
3,IC (μ=mc),0.05,0.0193801
3,IC (μ=mc),0.0547739,0.021326
3,IC (μ=mc),0.0595477,0.0232913
3,IC (μ=mc),0.0643216,0.0252766
3,IC (μ=mc),0.0690955,0.0272827
3,IC (μ=mc),0.0738693,0.0293103
3,IC (μ=mc),0.0786432,0.0313602
3,IC (μ=mc),0.0834171,0.0334331
3,IC (μ=mc),0.0881909,0.03553
3,IC (μ=mc),0.0929648,0.0376516
3,IC (μ=mc),0.0977386,0.0397989
3,IC (μ=mc),0.102513,0.0419727
3,IC (μ=mc),0.107286,0.044174
3,IC (μ=mc),0.11206,0.0464037
3,IC (μ=mc),0.116834,0.0486628
3,IC (μ=mc),0.121608,0.0509524
3,IC (μ=mc),0.126382,0.0532735
3,IC (μ=mc),0.131156,0.0556271
3,IC (μ=mc),0.13593,0.0580145
3,IC (μ=mc),0.140703,0.0604368
3,IC (μ=mc),0.145477,0.0628951
3,IC (μ=mc),0.150251,0.0653908
3,IC (μ=mc),0.155025,0.067925
3,IC (μ=mc),0.159799,0.0704991
3,IC (μ=mc),0.164573,0.0731145
3,IC (μ=mc),0.169347,0.0757726
3,IC (μ=mc),0.17412,0.0784748
3,IC (μ=mc),0.178894,0.0812226
3,IC (μ=mc),0.183668,0.0840176
3,IC (μ=mc),0.188442,0.0868614
3,IC (μ=mc),0.193216,0.0897556
3,IC (μ=mc),0.19799,0.0927019
3,IC (μ=mc),0.202764,0.0957021
3,IC (μ=mc),0.207538,0.0987581
3,IC (μ=mc),0.212311,0.101872
3,IC (μ=mc),0.217085,0.105045
3,IC (μ=mc),0.221859,0.108279
3,IC (μ=mc),0.226633,0.111578
3,IC (μ=mc),0.231407,0.114942
3,IC (μ=mc),0.236181,0.118374
3,IC (μ=mc),0.240955,0.121877
3,IC (μ=mc),0.245728,0.125452
3,IC (μ=mc),0.250502,0.129103
3,IC (μ=mc),0.255276,0.132831
3,IC (μ=mc),0.26005,0.13664
3,IC (μ=mc),0.264824,0.140532
3,IC (μ=mc),0.269598,0.144509
3,IC (μ=mc),0.274372,0.148576
3,IC (μ=mc),0.279145,0.152735
3,IC (μ=mc),0.283919,0.156989
3,IC (μ=mc),0.288693,0.161341
3,IC (μ=mc),0.293467,0.165795
3,IC (μ=mc),0.298241,0.170355
3,IC (μ=mc),0.303015,0.175023
3,IC (μ=mc),0.307789,0.179804
3,IC (μ=mc),0.312563,0.184701
3,IC (μ=mc),0.317336,0.189719
3,IC (μ=mc),0.32211,0.194862
3,IC (μ=mc),0.326884,0.200134
3,IC (μ=mc),0.331658,0.20554
3,IC (μ=mc),0.336432,0.211084
3,IC (μ=mc),0.341206,0.216771
3,IC (μ=mc),0.34598,0.222606
3,IC (μ=mc),0.350753,0.228595
3,IC (μ=mc),0.355527,0.234743
3,IC (μ=mc),0.360301,0.241055
3,IC (μ=mc),0.365075,0.247538
3,IC (μ=mc),0.369849,0.254198
3,IC (μ=mc),0.374623,0.26104
3,IC (μ=mc),0.379397,0.268072
3,IC (μ=mc),0.384171,0.275299
3,IC (μ=mc),0.388944,0.282731
3,IC (μ=mc),0.393718,0.290373
3,IC (μ=mc),0.398492,0.298233
3,IC (μ=mc),0.403266,0.30632
3,IC (μ=mc),0.40804,0.314642
3,IC (μ=mc),0.412814,0.323207
3,IC (μ=mc),0.417588,0.332025
3,IC (μ=mc),0.422361,0.341104
3,IC (μ=mc),0.427135,0.350455
3,IC (μ=mc),0.431909,0.360088
3,IC (μ=mc),0.436683,0.370013
3,IC (μ=mc),0.441457,0.380241
3,IC (μ=mc),0.446231,0.390784
3,IC (μ=mc),0.451005,0.401655
3,IC (μ=mc),0.455778,0.412864
3,IC (μ=mc),0.460552,0.424426
3,IC (μ=mc),0.465326,0.436355
3,IC (μ=mc),0.4701,0.448663
3,IC (μ=mc),0.474874,0.461366
3,IC (μ=mc),0.479648,0.47448
3,IC (μ=mc),0.484422,0.488021
3,IC (μ=mc),0.489196,0.502005
3,IC (μ=mc),0.493969,0.516451
3,IC (μ=mc),0.498743,0.531376
3,IC (μ=mc),0.503517,0.5468
3,IC (μ=mc),0.508291,0.562742
3,IC (μ=mc),0.513065,0.579225
3,IC (μ=mc),0.517839,0.596269
3,IC (μ=mc),0.522613,0.613899
3,IC (μ=mc),0.527386,0.632137
3,IC (μ=mc),0.53216,0.651009
3,IC (μ=mc),0.536934,0.670542
3,IC (μ=mc),0.541708,0.690763
3,IC (μ=mc),0.546482,0.711701
3,IC (μ=mc),0.551256,0.733386
3,IC (μ=mc),0.55603,0.75585
3,IC (μ=mc),0.560803,0.779126
3,IC (μ=mc),0.565577,0.803249
3,IC (μ=mc),0.570351,0.828255
3,IC (μ=mc),0.575125,0.854183
3,IC (μ=mc),0.579899,0.881073
3,IC (μ=mc),0.584673,0.908966
3,IC (μ=mc),0.589447,0.937908
3,IC (μ=mc),0.594221,0.967944
3,IC (μ=mc),0.598994,0.999123
3,IC (μ=mc),0.603768,1.0315
3,IC (μ=mc),0.608542,1.06512
3,IC (μ=mc),0.613316,1.10004
3,IC (μ=mc),0.61809,1.13633
3,IC (μ=mc),0.622864,1.17404
3,IC (μ=mc),0.627638,1.21324
3,IC (μ=mc),0.632411,1.254
3,IC (μ=mc),0.637185,1.29639
3,IC (μ=mc),0.641959,1.34049
3,IC (μ=mc),0.646733,1.38636
3,IC (μ=mc),0.651507,1.43411
3,IC (μ=mc),0.656281,1.48381
3,IC (μ=mc),0.661055,1.53555
3,IC (μ=mc),0.665828,1.58944
3,IC (μ=mc),0.670602,1.64556
3,IC (μ=mc),0.675376,1.70404
3,IC (μ=mc),0.68015,1.76496
3,IC (μ=mc),0.684924,1.82846
3,IC (μ=mc),0.689698,1.89465
3,IC (μ=mc),0.694472,1.96365
3,IC (μ=mc),0.699246,2.0356
3,IC (μ=mc),0.704019,2.11062
3,IC (μ=mc),0.708793,2.18887
3,IC (μ=mc),0.713567,2.27049
3,IC (μ=mc),0.718341,2.35562
3,IC (μ=mc),0.723115,2.44443
3,IC (μ=mc),0.727889,2.53706
3,IC (μ=mc),0.732663,2.63369
3,IC (μ=mc),0.737436,2.73448
3,IC (μ=mc),0.74221,2.83958
3,IC (μ=mc),0.746984,2.94917
3,IC (μ=mc),0.751758,3.06341
3,IC (μ=mc),0.756532,3.18245
3,IC (μ=mc),0.761306,3.30645
3,IC (μ=mc),0.76608,3.43553
3,IC (μ=mc),0.770854,3.56983
3,IC (μ=mc),0.775627,3.70943
3,IC (μ=mc),0.780401,3.8544
3,IC (μ=mc),0.785175,4.00477
3,IC (μ=mc),0.789949,4.16052
3,IC (μ=mc),0.794723,4.32156
3,IC (μ=mc),0.799497,4.48773
3,IC (μ=mc),0.804271,4.65875
3,IC (μ=mc),0.809044,4.83423
3,IC (μ=mc),0.813818,5.01362
3,IC (μ=mc),0.818592,5.19618
3,IC (μ=mc),0.823366,5.38093
3,IC (μ=mc),0.82814,5.56659
3,IC (μ=mc),0.832914,5.75153
3,IC (μ=mc),0.837688,5.9337
3,IC (μ=mc),0.842461,6.11047
3,IC (μ=mc),0.847235,6.27862
3,IC (μ=mc),0.852009,6.43413
3,IC (μ=mc),0.856783,6.57203
3,IC (μ=mc),0.861557,6.68627
3,IC (μ=mc),0.866331,6.76951
3,IC (μ=mc),0.871105,6.81289
3,IC (μ=mc),0.875879,6.80588
3,IC (μ=mc),0.880652,6.73616
3,IC (μ=mc),0.885426,6.58958
3,IC (μ=mc),0.8902,6.35044
3,IC (μ=mc),0.894974,6.00226
3,IC (μ=mc),0.899748,5.52938
3,IC (μ=mc),0.904522,4.9202
3,IC (μ=mc),0.909296,4.17322
3,IC (μ=mc),0.914069,3.30798
3,IC (μ=mc),0.918843,2.38475
3,IC (μ=mc),0.923617,1.53959
3,IC (μ=mc),0.928391,1.04716
3,IC (μ=mc),0.933165,1.02979
3,IC (μ=mc),0.937939,1.02269
3,IC (μ=mc),0.942713,1.00808
3,IC (μ=mc),0.947486,0.984499
3,IC (μ=mc),0.95226,0.950348
3,IC (μ=mc),0.957034,0.903888
3,IC (μ=mc),0.961808,0.843342
3,IC (μ=mc),0.966582,0.767062
3,IC (μ=mc),0.971356,0.673828
3,IC (μ=mc),0.97613,0.563385
3,IC (μ=mc),0.980904,0.437361
3,IC (μ=mc),0.985677,0.30082
3,IC (μ=mc),0.990451,0.164911
3,IC (μ=mc),0.995225,0.0513401
3,IC (μ=mc),0.999999,2.83234e-09
3,μ=0.25*mt=0.8385,0.05,0
3,μ=0.25*mt=0.8385,0.0547739,0
3,μ=0.25*mt=0.8385,0.0595477,0
3,μ=0.25*mt=0.8385,0.0643216,0
3,μ=0.25*mt=0.8385,0.0690955,0
3,μ=0.25*mt=0.8385,0.0738693,0
3,μ=0.25*mt=0.8385,0.0786432,0
3,μ=0.25*mt=0.8385,0.0834171,0
3,μ=0.25*mt=0.8385,0.0881909,0
3,μ=0.25*mt=0.8385,0.0929648,0
3,μ=0.25*mt=0.8385,0.0977386,0
3,μ=0.25*mt=0.8385,0.102513,0
3,μ=0.25*mt=0.8385,0.107286,0
3,μ=0.25*mt=0.8385,0.11206,0
3,μ=0.25*mt=0.8385,0.116834,0
3,μ=0.25*mt=0.8385,0.121608,0
3,μ=0.25*mt=0.8385,0.126382,0
3,μ=0.25*mt=0.8385,0.131156,0
3,μ=0.25*mt=0.8385,0.13593,0
3,μ=0.25*mt=0.8385,0.140703,0
3,μ=0.25*mt=0.8385,0.145477,0
3,μ=0.25*mt=0.8385,0.150251,0
3,μ=0.25*mt=0.8385,0.155025,0
3,μ=0.25*mt=0.8385,0.159799,0
3,μ=0.25*mt=0.8385,0.164573,0
3,μ=0.25*mt=0.8385,0.169347,0
3,μ=0.25*mt=0.8385,0.17412,0
3,μ=0.25*mt=0.8385,0.178894,0
3,μ=0.25*mt=0.8385,0.183668,0
3,μ=0.25*mt=0.8385,0.188442,0
3,μ=0.25*mt=0.8385,0.193216,0
3,μ=0.25*mt=0.8385,0.19799,0
3,μ=0.25*mt=0.8385,0.202764,0
3,μ=0.25*mt=0.8385,0.207538,0
3,μ=0.25*mt=0.8385,0.212311,0
3,μ=0.25*mt=0.8385,0.217085,0
3,μ=0.25*mt=0.8385,0.221859,0
3,μ=0.25*mt=0.8385,0.226633,0
3,μ=0.25*mt=0.8385,0.231407,0
3,μ=0.25*mt=0.8385,0.236181,0
3,μ=0.25*mt=0.8385,0.240955,0
3,μ=0.25*mt=0.8385,0.245728,0
3,μ=0.25*mt=0.8385,0.250502,0
3,μ=0.25*mt=0.8385,0.255276,0
3,μ=0.25*mt=0.8385,0.26005,0
3,μ=0.25*mt=0.8385,0.264824,0
3,μ=0.25*mt=0.8385,0.269598,0
3,μ=0.25*mt=0.8385,0.274372,0
3,μ=0.25*mt=0.8385,0.279145,0
3,μ=0.25*mt=0.8385,0.283919,0
3,μ=0.25*mt=0.8385,0.288693,0
3,μ=0.25*mt=0.8385,0.293467,0
3,μ=0.25*mt=0.8385,0.298241,0
3,μ=0.25*mt=0.8385,0.303015,0
3,μ=0.25*mt=0.8385,0.307789,0
3,μ=0.25*mt=0.8385,0.312563,0
3,μ=0.25*mt=0.8385,0.317336,0
3,μ=0.25*mt=0.8385,0.32211,0
3,μ=0.25*mt=0.8385,0.326884,0
3,μ=0.25*mt=0.8385,0.331658,0
3,μ=0.25*mt=0.8385,0.336432,0
3,μ=0.25*mt=0.8385,0.341206,0
3,μ=0.25*mt=0.8385,0.34598,0
3,μ=0.25*mt=0.8385,0.350753,0
3,μ=0.25*mt=0.8385,0.355527,0
3,μ=0.25*mt=0.8385,0.360301,0
3,μ=0.25*mt=0.8385,0.365075,0
3,μ=0.25*mt=0.8385,0.369849,0
3,μ=0.25*mt=0.8385,0.374623,0
3,μ=0.25*mt=0.8385,0.379397,0
3,μ=0.25*mt=0.8385,0.384171,0
3,μ=0.25*mt=0.8385,0.388944,0
3,μ=0.25*mt=0.8385,0.393718,0
3,μ=0.25*mt=0.8385,0.398492,0
3,μ=0.25*mt=0.8385,0.403266,0
3,μ=0.25*mt=0.8385,0.40804,0
3,μ=0.25*mt=0.8385,0.412814,0
3,μ=0.25*mt=0.8385,0.417588,0
3,μ=0.25*mt=0.8385,0.422361,0
3,μ=0.25*mt=0.8385,0.427135,0
3,μ=0.25*mt=0.8385,0.431909,0
3,μ=0.25*mt=0.8385,0.436683,0
3,μ=0.25*mt=0.8385,0.441457,0
3,μ=0.25*mt=0.8385,0.446231,0
3,μ=0.25*mt=0.8385,0.451005,0
3,μ=0.25*mt=0.8385,0.455778,0
3,μ=0.25*mt=0.8385,0.460552,0
3,μ=0.25*mt=0.8385,0.465326,0
3,μ=0.25*mt=0.8385,0.4701,0
3,μ=0.25*mt=0.8385,0.474874,0
3,μ=0.25*mt=0.8385,0.479648,0
3,μ=0.25*mt=0.8385,0.484422,0
3,μ=0.25*mt=0.8385,0.489196,0
3,μ=0.25*mt=0.8385,0.493969,0
3,μ=0.25*mt=0.8385,0.498743,0
3,μ=0.25*mt=0.8385,0.503517,0
3,μ=0.25*mt=0.8385,0.508291,0
3,μ=0.25*mt=0.8385,0.513065,0
3,μ=0.25*mt=0.8385,0.517839,0
3,μ=0.25*mt=0.8385,0.522613,0
3,μ=0.25*mt=0.8385,0.527386,0
3,μ=0.25*mt=0.8385,0.53216,0
3,μ=0.25*mt=0.8385,0.536934,0
3,μ=0.25*mt=0.8385,0.541708,0
3,μ=0.25*mt=0.8385,0.546482,0
3,μ=0.25*mt=0.8385,0.551256,0
3,μ=0.25*mt=0.8385,0.55603,0
3,μ=0.25*mt=0.8385,0.560803,0
3,μ=0.25*mt=0.8385,0.565577,0
3,μ=0.25*mt=0.8385,0.570351,0
3,μ=0.25*mt=0.8385,0.575125,0
3,μ=0.25*mt=0.8385,0.579899,0
3,μ=0.25*mt=0.8385,0.584673,0
3,μ=0.25*mt=0.8385,0.589447,0
3,μ=0.25*mt=0.8385,0.594221,0
3,μ=0.25*mt=0.8385,0.598994,0
3,μ=0.25*mt=0.8385,0.603768,0
3,μ=0.25*mt=0.8385,0.608542,0
3,μ=0.25*mt=0.8385,0.613316,0
3,μ=0.25*mt=0.8385,0.61809,0
3,μ=0.25*mt=0.8385,0.622864,0
3,μ=0.25*mt=0.8385,0.627638,0
3,μ=0.25*mt=0.8385,0.632411,0
3,μ=0.25*mt=0.8385,0.637185,0
3,μ=0.25*mt=0.8385,0.641959,0
3,μ=0.25*mt=0.8385,0.646733,0
3,μ=0.25*mt=0.8385,0.651507,0
3,μ=0.25*mt=0.8385,0.656281,0
3,μ=0.25*mt=0.8385,0.661055,0
3,μ=0.25*mt=0.8385,0.665828,0
3,μ=0.25*mt=0.8385,0.670602,0
3,μ=0.25*mt=0.8385,0.675376,0
3,μ=0.25*mt=0.8385,0.68015,0
3,μ=0.25*mt=0.8385,0.684924,0
3,μ=0.25*mt=0.8385,0.689698,0
3,μ=0.25*mt=0.8385,0.694472,0
3,μ=0.25*mt=0.8385,0.699246,0
3,μ=0.25*mt=0.8385,0.704019,0
3,μ=0.25*mt=0.8385,0.708793,0
3,μ=0.25*mt=0.8385,0.713567,0
3,μ=0.25*mt=0.8385,0.718341,0
3,μ=0.25*mt=0.8385,0.723115,0
3,μ=0.25*mt=0.8385,0.727889,0
3,μ=0.25*mt=0.8385,0.732663,0
3,μ=0.25*mt=0.8385,0.737436,0
3,μ=0.25*mt=0.8385,0.74221,0
3,μ=0.25*mt=0.8385,0.746984,0
3,μ=0.25*mt=0.8385,0.751758,0
3,μ=0.25*mt=0.8385,0.756532,0
3,μ=0.25*mt=0.8385,0.761306,0
3,μ=0.25*mt=0.8385,0.76608,0
3,μ=0.25*mt=0.8385,0.770854,0
3,μ=0.25*mt=0.8385,0.775627,0
3,μ=0.25*mt=0.8385,0.780401,0
3,μ=0.25*mt=0.8385,0.785175,0
3,μ=0.25*mt=0.8385,0.789949,0
3,μ=0.25*mt=0.8385,0.794723,0
3,μ=0.25*mt=0.8385,0.799497,0
3,μ=0.25*mt=0.8385,0.804271,0
3,μ=0.25*mt=0.8385,0.809044,0
3,μ=0.25*mt=0.8385,0.813818,0
3,μ=0.25*mt=0.8385,0.818592,0
3,μ=0.25*mt=0.8385,0.823366,0
3,μ=0.25*mt=0.8385,0.82814,0
3,μ=0.25*mt=0.8385,0.832914,0
3,μ=0.25*mt=0.8385,0.837688,0
3,μ=0.25*mt=0.8385,0.842461,0
3,μ=0.25*mt=0.8385,0.847235,0
3,μ=0.25*mt=0.8385,0.852009,0
3,μ=0.25*mt=0.8385,0.856783,0
3,μ=0.25*mt=0.8385,0.861557,0
3,μ=0.25*mt=0.8385,0.866331,0
3,μ=0.25*mt=0.8385,0.871105,0
3,μ=0.25*mt=0.8385,0.875879,0
3,μ=0.25*mt=0.8385,0.880652,0
3,μ=0.25*mt=0.8385,0.885426,0
3,μ=0.25*mt=0.8385,0.8902,0
3,μ=0.25*mt=0.8385,0.894974,0
3,μ=0.25*mt=0.8385,0.899748,0
3,μ=0.25*mt=0.8385,0.904522,0
3,μ=0.25*mt=0.8385,0.909296,0
3,μ=0.25*mt=0.8385,0.914069,0
3,μ=0.25*mt=0.8385,0.918843,0
3,μ=0.25*mt=0.8385,0.923617,0
3,μ=0.25*mt=0.8385,0.928391,0
3,μ=0.25*mt=0.8385,0.933165,0
3,μ=0.25*mt=0.8385,0.937939,0
3,μ=0.25*mt=0.8385,0.942713,0
3,μ=0.25*mt=0.8385,0.947486,0
3,μ=0.25*mt=0.8385,0.95226,0
3,μ=0.25*mt=0.8385,0.957034,0
3,μ=0.25*mt=0.8385,0.961808,0
3,μ=0.25*mt=0.8385,0.966582,0
3,μ=0.25*mt=0.8385,0.971356,0
3,μ=0.25*mt=0.8385,0.97613,0
3,μ=0.25*mt=0.8385,0.980904,0
3,μ=0.25*mt=0.8385,0.985677,0
3,μ=0.25*mt=0.8385,0.990451,0
3,μ=0.25*mt=0.8385,0.995225,0
3,μ=0.25*mt=0.8385,0.999999,0
3,μ=0.5*mt=1.677,0.05,0
3,μ=0.5*mt=1.677,0.0547739,0
3,μ=0.5*mt=1.677,0.0595477,0
3,μ=0.5*mt=1.677,0.0643216,0
3,μ=0.5*mt=1.677,0.0690955,0
3,μ=0.5*mt=1.677,0.0738693,0
3,μ=0.5*mt=1.677,0.0786432,0
3,μ=0.5*mt=1.677,0.0834171,0
3,μ=0.5*mt=1.677,0.0881909,0
3,μ=0.5*mt=1.677,0.0929648,0
3,μ=0.5*mt=1.677,0.0977386,0
3,μ=0.5*mt=1.677,0.102513,0
3,μ=0.5*mt=1.677,0.107286,0
3,μ=0.5*mt=1.677,0.11206,0
3,μ=0.5*mt=1.677,0.116834,0
3,μ=0.5*mt=1.677,0.121608,0
3,μ=0.5*mt=1.677,0.126382,0
3,μ=0.5*mt=1.677,0.131156,0
3,μ=0.5*mt=1.677,0.13593,0
3,μ=0.5*mt=1.677,0.140703,0
3,μ=0.5*mt=1.677,0.145477,0
3,μ=0.5*mt=1.677,0.150251,0
3,μ=0.5*mt=1.677,0.155025,0
3,μ=0.5*mt=1.677,0.159799,0
3,μ=0.5*mt=1.677,0.164573,0
3,μ=0.5*mt=1.677,0.169347,0
3,μ=0.5*mt=1.677,0.17412,0
3,μ=0.5*mt=1.677,0.178894,0
3,μ=0.5*mt=1.677,0.183668,0
3,μ=0.5*mt=1.677,0.188442,0
3,μ=0.5*mt=1.677,0.193216,0
3,μ=0.5*mt=1.677,0.19799,0
3,μ=0.5*mt=1.677,0.202764,0
3,μ=0.5*mt=1.677,0.207538,0
3,μ=0.5*mt=1.677,0.212311,0
3,μ=0.5*mt=1.677,0.217085,0
3,μ=0.5*mt=1.677,0.221859,0
3,μ=0.5*mt=1.677,0.226633,0
3,μ=0.5*mt=1.677,0.231407,0
3,μ=0.5*mt=1.677,0.236181,0
3,μ=0.5*mt=1.677,0.240955,0
3,μ=0.5*mt=1.677,0.245728,0
3,μ=0.5*mt=1.677,0.250502,0
3,μ=0.5*mt=1.677,0.255276,0
3,μ=0.5*mt=1.677,0.26005,0
3,μ=0.5*mt=1.677,0.264824,0
3,μ=0.5*mt=1.677,0.269598,0
3,μ=0.5*mt=1.677,0.274372,0
3,μ=0.5*mt=1.677,0.279145,0
3,μ=0.5*mt=1.677,0.283919,0
3,μ=0.5*mt=1.677,0.288693,0
3,μ=0.5*mt=1.677,0.293467,0
3,μ=0.5*mt=1.677,0.298241,0
3,μ=0.5*mt=1.677,0.303015,0
3,μ=0.5*mt=1.677,0.307789,0
3,μ=0.5*mt=1.677,0.312563,0
3,μ=0.5*mt=1.677,0.317336,0
3,μ=0.5*mt=1.677,0.32211,0
3,μ=0.5*mt=1.677,0.326884,0
3,μ=0.5*mt=1.677,0.331658,0
3,μ=0.5*mt=1.677,0.336432,0
3,μ=0.5*mt=1.677,0.341206,0
3,μ=0.5*mt=1.677,0.34598,0
3,μ=0.5*mt=1.677,0.350753,0
3,μ=0.5*mt=1.677,0.355527,0
3,μ=0.5*mt=1.677,0.360301,0
3,μ=0.5*mt=1.677,0.365075,0
3,μ=0.5*mt=1.677,0.369849,0
3,μ=0.5*mt=1.677,0.374623,0
3,μ=0.5*mt=1.677,0.379397,0
3,μ=0.5*mt=1.677,0.384171,0
3,μ=0.5*mt=1.677,0.388944,0
3,μ=0.5*mt=1.677,0.393718,0
3,μ=0.5*mt=1.677,0.398492,0
3,μ=0.5*mt=1.677,0.403266,0
3,μ=0.5*mt=1.677,0.40804,0
3,μ=0.5*mt=1.677,0.412814,0
3,μ=0.5*mt=1.677,0.417588,0
3,μ=0.5*mt=1.677,0.422361,0
3,μ=0.5*mt=1.677,0.427135,0
3,μ=0.5*mt=1.677,0.431909,0
3,μ=0.5*mt=1.677,0.436683,0
3,μ=0.5*mt=1.677,0.441457,0
3,μ=0.5*mt=1.677,0.446231,0
3,μ=0.5*mt=1.677,0.451005,0
3,μ=0.5*mt=1.677,0.455778,0
3,μ=0.5*mt=1.677,0.460552,0
3,μ=0.5*mt=1.677,0.465326,0
3,μ=0.5*mt=1.677,0.4701,0
3,μ=0.5*mt=1.677,0.474874,0
3,μ=0.5*mt=1.677,0.479648,0
3,μ=0.5*mt=1.677,0.484422,0
3,μ=0.5*mt=1.677,0.489196,0
3,μ=0.5*mt=1.677,0.493969,0
3,μ=0.5*mt=1.677,0.498743,0
3,μ=0.5*mt=1.677,0.503517,0
3,μ=0.5*mt=1.677,0.508291,0
3,μ=0.5*mt=1.677,0.513065,0
3,μ=0.5*mt=1.677,0.517839,0
3,μ=0.5*mt=1.677,0.522613,0
3,μ=0.5*mt=1.677,0.527386,0
3,μ=0.5*mt=1.677,0.53216,0
3,μ=0.5*mt=1.677,0.536934,0
3,μ=0.5*mt=1.677,0.541708,0
3,μ=0.5*mt=1.677,0.546482,0
3,μ=0.5*mt=1.677,0.551256,0
3,μ=0.5*mt=1.677,0.55603,0
3,μ=0.5*mt=1.677,0.560803,0
3,μ=0.5*mt=1.677,0.565577,0
3,μ=0.5*mt=1.677,0.570351,0
3,μ=0.5*mt=1.677,0.575125,0
3,μ=0.5*mt=1.677,0.579899,0
3,μ=0.5*mt=1.677,0.584673,0
3,μ=0.5*mt=1.677,0.589447,0
3,μ=0.5*mt=1.677,0.594221,0
3,μ=0.5*mt=1.677,0.598994,0
3,μ=0.5*mt=1.677,0.603768,0
3,μ=0.5*mt=1.677,0.608542,0
3,μ=0.5*mt=1.677,0.613316,0
3,μ=0.5*mt=1.677,0.61809,0
3,μ=0.5*mt=1.677,0.622864,0
3,μ=0.5*mt=1.677,0.627638,0
3,μ=0.5*mt=1.677,0.632411,0
3,μ=0.5*mt=1.677,0.637185,0
3,μ=0.5*mt=1.677,0.641959,0
3,μ=0.5*mt=1.677,0.646733,0
3,μ=0.5*mt=1.677,0.651507,0
3,μ=0.5*mt=1.677,0.656281,0
3,μ=0.5*mt=1.677,0.661055,0
3,μ=0.5*mt=1.677,0.665828,0
3,μ=0.5*mt=1.677,0.670602,0
3,μ=0.5*mt=1.677,0.675376,0
3,μ=0.5*mt=1.677,0.68015,0
3,μ=0.5*mt=1.677,0.684924,0
3,μ=0.5*mt=1.677,0.689698,0
3,μ=0.5*mt=1.677,0.694472,0
3,μ=0.5*mt=1.677,0.699246,0
3,μ=0.5*mt=1.677,0.704019,0
3,μ=0.5*mt=1.677,0.708793,0
3,μ=0.5*mt=1.677,0.713567,0
3,μ=0.5*mt=1.677,0.718341,0
3,μ=0.5*mt=1.677,0.723115,0
3,μ=0.5*mt=1.677,0.727889,0
3,μ=0.5*mt=1.677,0.732663,0
3,μ=0.5*mt=1.677,0.737436,0
3,μ=0.5*mt=1.677,0.74221,0
3,μ=0.5*mt=1.677,0.746984,0
3,μ=0.5*mt=1.677,0.751758,0
3,μ=0.5*mt=1.677,0.756532,0
3,μ=0.5*mt=1.677,0.761306,0
3,μ=0.5*mt=1.677,0.76608,0
3,μ=0.5*mt=1.677,0.770854,0
3,μ=0.5*mt=1.677,0.775627,0
3,μ=0.5*mt=1.677,0.780401,0
3,μ=0.5*mt=1.677,0.785175,0
3,μ=0.5*mt=1.677,0.789949,0
3,μ=0.5*mt=1.677,0.794723,0
3,μ=0.5*mt=1.677,0.799497,0
3,μ=0.5*mt=1.677,0.804271,0
3,μ=0.5*mt=1.677,0.809044,0
3,μ=0.5*mt=1.677,0.813818,0
3,μ=0.5*mt=1.677,0.818592,0
3,μ=0.5*mt=1.677,0.823366,0
3,μ=0.5*mt=1.677,0.82814,0
3,μ=0.5*mt=1.677,0.832914,0
3,μ=0.5*mt=1.677,0.837688,0
3,μ=0.5*mt=1.677,0.842461,0
3,μ=0.5*mt=1.677,0.847235,0
3,μ=0.5*mt=1.677,0.852009,0
3,μ=0.5*mt=1.677,0.856783,0
3,μ=0.5*mt=1.677,0.861557,0
3,μ=0.5*mt=1.677,0.866331,0
3,μ=0.5*mt=1.677,0.871105,0
3,μ=0.5*mt=1.677,0.875879,0
3,μ=0.5*mt=1.677,0.880652,0
3,μ=0.5*mt=1.677,0.885426,0
3,μ=0.5*mt=1.677,0.8902,0
3,μ=0.5*mt=1.677,0.894974,0
3,μ=0.5*mt=1.677,0.899748,0
3,μ=0.5*mt=1.677,0.904522,0
3,μ=0.5*mt=1.677,0.909296,0
3,μ=0.5*mt=1.677,0.914069,0
3,μ=0.5*mt=1.677,0.918843,0
3,μ=0.5*mt=1.677,0.923617,0
3,μ=0.5*mt=1.677,0.928391,0
3,μ=0.5*mt=1.677,0.933165,0
3,μ=0.5*mt=1.677,0.937939,0
3,μ=0.5*mt=1.677,0.942713,0
3,μ=0.5*mt=1.677,0.947486,0
3,μ=0.5*mt=1.677,0.95226,0
3,μ=0.5*mt=1.677,0.957034,0
3,μ=0.5*mt=1.677,0.961808,0
3,μ=0.5*mt=1.677,0.966582,0
3,μ=0.5*mt=1.677,0.971356,0
3,μ=0.5*mt=1.677,0.97613,0
3,μ=0.5*mt=1.677,0.980904,0
3,μ=0.5*mt=1.677,0.985677,0
3,μ=0.5*mt=1.677,0.990451,0
3,μ=0.5*mt=1.677,0.995225,0
3,μ=0.5*mt=1.677,0.999999,0
3,μ=1*mt=3.354,0.05,0
3,μ=1*mt=3.354,0.0547739,0
3,μ=1*mt=3.354,0.0595477,0
3,μ=1*mt=3.354,0.0643216,0
3,μ=1*mt=3.354,0.0690955,0
3,μ=1*mt=3.354,0.0738693,0
3,μ=1*mt=3.354,0.0786432,0
3,μ=1*mt=3.354,0.0834171,0
3,μ=1*mt=3.354,0.0881909,0
3,μ=1*mt=3.354,0.0929648,0
3,μ=1*mt=3.354,0.0977386,0
3,μ=1*mt=3.354,0.102513,0
3,μ=1*mt=3.354,0.107286,0
3,μ=1*mt=3.354,0.11206,0
3,μ=1*mt=3.354,0.116834,0
