pT,label,z,D
9,μ=1*mt=9.124,0.794723,3.0592
9,μ=1*mt=9.124,0.799497,3.07211
9,μ=1*mt=9.124,0.804271,3.07907
9,μ=1*mt=9.124,0.809044,3.07897
9,μ=1*mt=9.124,0.813818,3.06268
9,μ=1*mt=9.124,0.818592,3.0464
9,μ=1*mt=9.124,0.823366,3.02389
9,μ=1*mt=9.124,0.82814,2.99967
9,μ=1*mt=9.124,0.832914,2.98129
9,μ=1*mt=9.124,0.837688,2.97907
9,μ=1*mt=9.124,0.842461,2.97684
9,μ=1*mt=9.124,0.847235,2.97837
9,μ=1*mt=9.124,0.852009,2.98118
9,μ=1*mt=9.124,0.856783,2.96667
9,μ=1*mt=9.124,0.861557,2.89343
9,μ=1*mt=9.124,0.866331,2.82019
9,μ=1*mt=9.124,0.871105,2.67108
9,μ=1*mt=9.124,0.875879,2.49078
9,μ=1*mt=9.124,0.880652,2.29858
9,μ=1*mt=9.124,0.885426,2.05549
9,μ=1*mt=9.124,0.8902,1.8124
9,μ=1*mt=9.124,0.894974,1.60226
9,μ=1*mt=9.124,0.899748,1.4083
9,μ=1*mt=9.124,0.904522,1.21935
9,μ=1*mt=9.124,0.909296,1.05837
9,μ=1*mt=9.124,0.914069,0.897397
9,μ=1*mt=9.124,0.918843,0.742705
9,μ=1*mt=9.124,0.923617,0.591661
9,μ=1*mt=9.124,0.928391,0.45315
9,μ=1*mt=9.124,0.933165,0.412296
9,μ=1*mt=9.124,0.937939,0.371443
9,μ=1*mt=9.124,0.942713,0.335472
9,μ=1*mt=9.124,0.947486,0.302828
9,μ=1*mt=9.124,0.95226,0.269762
9,μ=1*mt=9.124,0.957034,0.231552
9,μ=1*mt=9.124,0.961808,0.193341
9,μ=1*mt=9.124,0.966582,0.162117
9,μ=1*mt=9.124,0.971356,0.136455
9,μ=1*mt=9.124,0.97613,0.110882
9,μ=1*mt=9.124,0.980904,0.0875867
9,μ=1*mt=9.124,0.985677,0.0642915
9,μ=1*mt=9.124,0.990451,0.0421493
9,μ=1*mt=9.124,0.995225,0.0210768
9,μ=1*mt=9.124,0.999999,4.19092e-06
9,μ=2*mt=18.25,0.05,1.34136
9,μ=2*mt=18.25,0.0547739,1.22901
9,μ=2*mt=18.25,0.0595477,1.11666
9,μ=2*mt=18.25,0.0643216,1.07298
9,μ=2*mt=18.25,0.0690955,1.10339
9,μ=2*mt=18.25,0.0738693,1.13381
9,μ=2*mt=18.25,0.0786432,1.09905
9,μ=2*mt=18.25,0.0834171,1.06171
9,μ=2*mt=18.25,0.0881909,1.01757
9,μ=2*mt=18.25,0.0929648,0.964894
9,μ=2*mt=18.25,0.0977386,0.912213
9,μ=2*mt=18.25,0.102513,0.910654
9,μ=2*mt=18.25,0.107286,0.913297
9,μ=2*mt=18.25,0.11206,0.914774
9,μ=2*mt=18.25,0.116834,0.914539
9,μ=2*mt=18.25,0.121608,0.914304
9,μ=2*mt=18.25,0.126382,0.905857
9,μ=2*mt=18.25,0.131156,0.896353
9,μ=2*mt=18.25,0.13593,0.885214
9,μ=2*mt=18.25,0.140703,0.871254
9,μ=2*mt=18.25,0.145477,0.857294
9,μ=2*mt=18.25,0.150251,0.850455
9,μ=2*mt=18.25,0.155025,0.844891
9,μ=2*mt=18.25,0.159799,0.843898
9,μ=2*mt=18.25,0.164573,0.852225
9,μ=2*mt=18.25,0.169347,0.860552
9,μ=2*mt=18.25,0.17412,0.876128
9,μ=2*mt=18.25,0.178894,0.893404
9,μ=2*mt=18.25,0.183668,0.909906
9,μ=2*mt=18.25,0.188442,0.924521
9,μ=2*mt=18.25,0.193216,0.939135
9,μ=2*mt=18.25,0.19799,0.933263
9,μ=2*mt=18.25,0.202764,0.921344
9,μ=2*mt=18.25,0.207538,0.908561
9,μ=2*mt=18.25,0.212311,0.893229
9,μ=2*mt=18.25,0.217085,0.877897
9,μ=2*mt=18.25,0.221859,0.890203
9,μ=2*mt=18.25,0.226633,0.912519
9,μ=2*mt=18.25,0.231407,0.932348
9,μ=2*mt=18.25,0.236181,0.943108
9,μ=2*mt=18.25,0.240955,0.953868
9,μ=2*mt=18.25,0.245728,0.951638
9,μ=2*mt=18.25,0.250502,0.943738
9,μ=2*mt=18.25,0.255276,0.939808
9,μ=2*mt=18.25,0.26005,0.954314
9,μ=2*mt=18.25,0.264824,0.96882
9,μ=2*mt=18.25,0.269598,0.975381
9,μ=2*mt=18.25,0.274372,0.977815
9,μ=2*mt=18.25,0.279145,0.981412
9,μ=2*mt=18.25,0.283919,0.992198
9,μ=2*mt=18.25,0.288693,1.00298
9,μ=2*mt=18.25,0.293467,1.00841
9,μ=2*mt=18.25,0.298241,1.01055
9,μ=2*mt=18.25,0.303015,1.01403
9,μ=2*mt=18.25,0.307789,1.02946
9,μ=2*mt=18.25,0.312563,1.04488
9,μ=2*mt=18.25,0.317336,1.05156
9,μ=2*mt=18.25,0.32211,1.05198
9,μ=2*mt=18.25,0.326884,1.05324
9,μ=2*mt=18.25,0.331658,1.06712
9,μ=2*mt=18.25,0.336432,1.081
9,μ=2*mt=18.25,0.341206,1.09292
9,μ=2*mt=18.25,0.34598,1.10322
9,μ=2*mt=18.25,0.350753,1.11322
9,μ=2*mt=18.25,0.355527,1.11223
9,μ=2*mt=18.25,0.360301,1.11125
9,μ=2*mt=18.25,0.365075,1.12633
9,μ=2*mt=18.25,0.369849,1.1571
9,μ=2*mt=18.25,0.374623,1.18787
9,μ=2*mt=18.25,0.379397,1.16895
9,μ=2*mt=18.25,0.384171,1.14939
9,μ=2*mt=18.25,0.388944,1.15881
9,μ=2*mt=18.25,0.393718,1.20113
9,μ=2*mt=18.25,0.398492,1.24345
9,μ=2*mt=18.25,0.403266,1.24067
9,μ=2*mt=18.25,0.40804,1.23548
9,μ=2*mt=18.25,0.412814,1.23431
9,μ=2*mt=18.25,0.417588,1.23844
9,μ=2*mt=18.25,0.422361,1.24258
9,μ=2*mt=18.25,0.427135,1.27447
9,μ=2*mt=18.25,0.431909,1.30906
9,μ=2*mt=18.25,0.436683,1.32583
9,μ=2*mt=18.25,0.441457,1.31499
9,μ=2*mt=18.25,0.446231,1.30416
9,μ=2*mt=18.25,0.451005,1.31875
9,μ=2*mt=18.25,0.455778,1.33702
9,μ=2*mt=18.25,0.460552,1.35818
9,μ=2*mt=18.25,0.465326,1.38458
9,μ=2*mt=18.25,0.4701,1.41098
9,μ=2*mt=18.25,0.474874,1.41463
9,μ=2*mt=18.25,0.479648,1.41378
9,μ=2*mt=18.25,0.484422,1.41828
9,μ=2*mt=18.25,0.489196,1.43431
9,μ=2*mt=18.25,0.493969,1.45034
9,μ=2*mt=18.25,0.498743,1.47146
9,μ=2*mt=18.25,0.503517,1.49387
9,μ=2*mt=18.25,0.508291,1.51368
9,μ=2*mt=18.25,0.513065,1.52676
9,μ=2*mt=18.25,0.517839,1.53984
9,μ=2*mt=18.25,0.522613,1.5528
9,μ=2*mt=18.25,0.527386,1.56571
9,μ=2*mt=18.25,0.53216,1.57865
9,μ=2*mt=18.25,0.536934,1.59167
9,μ=2*mt=18.25,0.541708,1.60469
9,μ=2*mt=18.25,0.546482,1.62451
9,μ=2*mt=18.25,0.551256,1.64697
9,μ=2*mt=18.25,0.55603,1.66983
9,μ=2*mt=18.25,0.560803,1.69426
9,μ=2*mt=18.25,0.565577,1.71868
9,μ=2*mt=18.25,0.570351,1.7318
9,μ=2*mt=18.25,0.575125,1.73967
9,μ=2*mt=18.25,0.579899,1.74795
9,μ=2*mt=18.25,0.584673,1.75828
9,μ=2*mt=18.25,0.589447,1.76862
9,μ=2*mt=18.25,0.594221,1.79428
9,μ=2*mt=18.25,0.598994,1.82837
9,μ=2*mt=18.25,0.603768,1.86173
9,μ=2*mt=18.25,0.608542,1.89012
9,μ=2*mt=18.25,0.613316,1.91851
9,μ=2*mt=18.25,0.61809,1.93078
9,μ=2*mt=18.25,0.622864,1.93263
9,μ=2*mt=18.25,0.627638,1.93523
9,μ=2*mt=18.25,0.632411,1.94564
9,μ=2*mt=18.25,0.637185,1.95604
9,μ=2*mt=18.25,0.641959,1.9838
9,μ=2*mt=18.25,0.646733,2.02468
9,μ=2*mt=18.25,0.651507,2.0653
9,μ=2*mt=18.25,0.656281,2.10109
9,μ=2*mt=18.25,0.661055,2.13688
9,μ=2*mt=18.25,0.665828,2.15557
9,μ=2*mt=18.25,0.670602,2.15919
9,μ=2*mt=18.25,0.675376,2.1628
9,μ=2*mt=18.25,0.68015,2.16488
9,μ=2*mt=18.25,0.684924,2.16697
9,μ=2*mt=18.25,0.689698,2.1859
9,μ=2*mt=18.25,0.694472,2.22212
9,μ=2*mt=18.25,0.699246,2.25834
9,μ=2*mt=18.25,0.704019,2.3052
9,μ=2*mt=18.25,0.708793,2.35234
9,μ=2*mt=18.25,0.713567,2.38405
9,μ=2*mt=18.25,0.718341,2.39731
9,μ=2*mt=18.25,0.723115,2.41057
9,μ=2*mt=18.25,0.727889,2.41114
9,μ=2*mt=18.25,0.732663,2.41085
9,μ=2*mt=18.25,0.737436,2.41714
9,μ=2*mt=18.25,0.74221,2.43263
9,μ=2*mt=18.25,0.746984,2.44812
9,μ=2*mt=18.25,0.751758,2.47508
9,μ=2*mt=18.25,0.756532,2.50333
9,μ=2*mt=18.25,0.761306,2.53072
9,μ=2*mt=18.25,0.76608,2.55669
9,μ=2*mt=18.25,0.770854,2.58266
9,μ=2*mt=18.25,0.775627,2.59419
9,μ=2*mt=18.25,0.780401,2.60338
9,μ=2*mt=18.25,0.785175,2.6102
9,μ=2*mt=18.25,0.789949,2.61243
9,μ=2*mt=18.25,0.794723,2.61467
9,μ=2*mt=18.25,0.799497,2.60744
9,μ=2*mt=18.25,0.804271,2.59817
9,μ=2*mt=18.25,0.809044,2.5858
9,μ=2*mt=18.25,0.813818,2.56632
9,μ=2*mt=18.25,0.818592,2.54684
9,μ=2*mt=18.25,0.823366,2.52141
9,μ=2*mt=18.25,0.82814,2.49435
9,μ=2*mt=18.25,0.832914,2.46701
9,μ=2*mt=18.25,0.837688,2.43892
9,μ=2*mt=18.25,0.842461,2.41083
9,μ=2*mt=18.25,0.847235,2.37995
9,μ=2*mt=18.25,0.852009,2.34813
9,μ=2*mt=18.25,0.856783,2.30474
9,μ=2*mt=18.25,0.861557,2.22209
9,μ=2*mt=18.25,0.866331,2.13944
9,μ=2*mt=18.25,0.871105,2.0074
9,μ=2*mt=18.25,0.875879,1.85504
9,μ=2*mt=18.25,0.880652,1.69462
9,μ=2*mt=18.25,0.885426,1.49968
9,μ=2*mt=18.25,0.8902,1.30475
9,μ=2*mt=18.25,0.894974,1.14134
9,μ=2*mt=18.25,0.899748,0.993401
9,μ=2*mt=18.25,0.904522,0.850702
9,μ=2*mt=18.25,0.909296,0.737294
9,μ=2*mt=18.25,0.914069,0.623886
9,μ=2*mt=18.25,0.918843,0.520119
9,μ=2*mt=18.25,0.923617,0.421949
9,μ=2*mt=18.25,0.928391,0.331495
9,μ=2*mt=18.25,0.933165,0.301171
9,μ=2*mt=18.25,0.937939,0.270848
9,μ=2*mt=18.25,0.942713,0.242868
9,μ=2*mt=18.25,0.947486,0.216486
9,μ=2*mt=18.25,0.95226,0.189846
9,μ=2*mt=18.25,0.957034,0.160067
9,μ=2*mt=18.25,0.961808,0.130289
9,μ=2*mt=18.25,0.966582,0.106855
9,μ=2*mt=18.25,0.971356,0.0884727
9,μ=2*mt=18.25,0.97613,0.070202
9,μ=2*mt=18.25,0.980904,0.0547723
9,μ=2*mt=18.25,0.985677,0.0393426
9,μ=2*mt=18.25,0.990451,0.0253441
9,μ=2*mt=18.25,0.995225,0.0126732
9,μ=2*mt=18.25,0.999999,2.37808e-06
9,μ=4*mt=36.5,0.05,1.6369
9,μ=4*mt=36.5,0.0547739,1.55755
9,μ=4*mt=36.5,0.0595477,1.4782
9,μ=4*mt=36.5,0.0643216,1.42088
9,μ=4*mt=36.5,0.0690955,1.38734
9,μ=4*mt=36.5,0.0738693,1.3538
9,μ=4*mt=36.5,0.0786432,1.32567
9,μ=4*mt=36.5,0.0834171,1.29776
9,μ=4*mt=36.5,0.0881909,1.25237
9,μ=4*mt=36.5,0.0929648,1.18502
9,μ=4*mt=36.5,0.0977386,1.11767
9,μ=4*mt=36.5,0.102513,1.12684
9,μ=4*mt=36.5,0.107286,1.14231
9,μ=4*mt=36.5,0.11206,1.13426
9,μ=4*mt=36.5,0.116834,1.09169
9,μ=4*mt=36.5,0.121608,1.04911
9,μ=4*mt=36.5,0.126382,1.04814
9,μ=4*mt=36.5,0.131156,1.05253
9,μ=4*mt=36.5,0.13593,1.05545
9,μ=4*mt=36.5,0.140703,1.05583
9,μ=4*mt=36.5,0.145477,1.05621
9,μ=4*mt=36.5,0.150251,1.05226
9,μ=4*mt=36.5,0.155025,1.04754
9,μ=4*mt=36.5,0.159799,1.04366
9,μ=4*mt=36.5,0.164573,1.04149
9,μ=4*mt=36.5,0.169347,1.03931
9,μ=4*mt=36.5,0.17412,1.0433
9,μ=4*mt=36.5,0.178894,1.04874
9,μ=4*mt=36.5,0.183668,1.05564
9,μ=4*mt=36.5,0.188442,1.06611
9,μ=4*mt=36.5,0.193216,1.07657
9,μ=4*mt=36.5,0.19799,1.07591
9,μ=4*mt=36.5,0.202764,1.07196
9,μ=4*mt=36.5,0.207538,1.06523
9,μ=4*mt=36.5,0.212311,1.05026
9,μ=4*mt=36.5,0.217085,1.03529
9,μ=4*mt=36.5,0.221859,1.04469
9,μ=4*mt=36.5,0.226633,1.06291
9,μ=4*mt=36.5,0.231407,1.08097
9,μ=4*mt=36.5,0.236181,1.09845
9,μ=4*mt=36.5,0.240955,1.11592
9,μ=4*mt=36.5,0.245728,1.106
9,μ=4*mt=36.5,0.250502,1.08413
9,μ=4*mt=36.5,0.255276,1.07067
9,μ=4*mt=36.5,0.26005,1.09626
9,μ=4*mt=36.5,0.264824,1.12186
9,μ=4*mt=36.5,0.269598,1.12701
9,μ=4*mt=36.5,0.274372,1.12154
9,μ=4*mt=36.5,0.279145,1.11835
9,μ=4*mt=36.5,0.283919,1.12928
9,μ=4*mt=36.5,0.288693,1.1402
9,μ=4*mt=36.5,0.293467,1.14778
9,μ=4*mt=36.5,0.298241,1.15331
9,μ=4*mt=36.5,0.303015,1.15908
9,μ=4*mt=36.5,0.307789,1.16692
9,μ=4*mt=36.5,0.312563,1.17475
9,μ=4*mt=36.5,0.317336,1.18127
9,μ=4*mt=36.5,0.32211,1.18684
9,μ=4*mt=36.5,0.326884,1.19274
9,μ=4*mt=36.5,0.331658,1.20356
9,μ=4*mt=36.5,0.336432,1.21437
9,μ=4*mt=36.5,0.341206,1.22245
9,μ=4*mt=36.5,0.34598,1.22823
9,μ=4*mt=36.5,0.350753,1.23406
9,μ=4*mt=36.5,0.355527,1.24185
9,μ=4*mt=36.5,0.360301,1.24964
9,μ=4*mt=36.5,0.365075,1.2612
9,μ=4*mt=36.5,0.369849,1.27644
9,μ=4*mt=36.5,0.374623,1.29168
9,μ=4*mt=36.5,0.379397,1.28772
9,μ=4*mt=36.5,0.384171,1.28351
9,μ=4*mt=36.5,0.388944,1.29413
9,μ=4*mt=36.5,0.393718,1.32159
9,μ=4*mt=36.5,0.398492,1.34905
9,μ=4*mt=36.5,0.403266,1.34885
9,μ=4*mt=36.5,0.40804,1.34717
9,μ=4*mt=36.5,0.412814,1.34907
9,μ=4*mt=36.5,0.417588,1.35572
9,μ=4*mt=36.5,0.422361,1.36237
9,μ=4*mt=36.5,0.427135,1.38807
9,μ=4*mt=36.5,0.431909,1.41563
9,μ=4*mt=36.5,0.436683,1.42833
9,μ=4*mt=36.5,0.441457,1.41802
9,μ=4*mt=36.5,0.446231,1.4077
9,μ=4*mt=36.5,0.451005,1.42227
9,μ=4*mt=36.5,0.455778,1.44045
9,μ=4*mt=36.5,0.460552,1.4609
9,μ=4*mt=36.5,0.465326,1.48549
9,μ=4*mt=36.5,0.4701,1.51008
9,μ=4*mt=36.5,0.474874,1.50756
9,μ=4*mt=36.5,0.479648,1.49968
9,μ=4*mt=36.5,0.484422,1.49986
9,μ=4*mt=36.5,0.489196,1.51743
9,μ=4*mt=36.5,0.493969,1.535
9,μ=4*mt=36.5,0.498743,1.55887
9,μ=4*mt=36.5,0.503517,1.58433
9,μ=4*mt=36.5,0.508291,1.60312
9,μ=4*mt=36.5,0.513065,1.60462
9,μ=4*mt=36.5,0.517839,1.60612
9,μ=4*mt=36.5,0.522613,1.61386
9,μ=4*mt=36.5,0.527386,1.62357
9,μ=4*mt=36.5,0.53216,1.6366
9,μ=4*mt=36.5,0.536934,1.66011
9,μ=4*mt=36.5,0.541708,1.68362
9,μ=4*mt=36.5,0.546482,1.69905
9,μ=4*mt=36.5,0.551256,1.71136
9,μ=4*mt=36.5,0.55603,1.72308
9,μ=4*mt=36.5,0.560803,1.73248
9,μ=4*mt=36.5,0.565577,1.74188
9,μ=4*mt=36.5,0.570351,1.75404
9,μ=4*mt=36.5,0.575125,1.76748
9,μ=4*mt=36.5,0.579899,1.78123
9,μ=4*mt=36.5,0.584673,1.79657
9,μ=4*mt=36.5,0.589447,1.81191
9,μ=4*mt=36.5,0.594221,1.82984
9,μ=4*mt=36.5,0.598994,1.84918
9,μ=4*mt=36.5,0.603768,1.86816
9,μ=4*mt=36.5,0.608542,1.88461
9,μ=4*mt=36.5,0.613316,1.90105
9,μ=4*mt=36.5,0.61809,1.91148
9,μ=4*mt=36.5,0.622864,1.918
9,μ=4*mt=36.5,0.627638,1.92495
9,μ=4*mt=36.5,0.632411,1.93624
9,μ=4*mt=36.5,0.637185,1.94752
9,μ=4*mt=36.5,0.641959,1.96761
9,μ=4*mt=36.5,0.646733,1.99435
9,μ=4*mt=36.5,0.651507,2.02088
9,μ=4*mt=36.5,0.656281,2.04353
9,μ=4*mt=36.5,0.661055,2.06617
9,μ=4*mt=36.5,0.665828,2.07781
9,μ=4*mt=36.5,0.670602,2.07976
9,μ=4*mt=36.5,0.675376,2.0817
9,μ=4*mt=36.5,0.68015,2.0828
9,μ=4*mt=36.5,0.684924,2.08391
9,μ=4*mt=36.5,0.689698,2.09707
9,μ=4*mt=36.5,0.694472,2.1226
9,μ=4*mt=36.5,0.699246,2.14813
9,μ=4*mt=36.5,0.704019,2.18118
9,μ=4*mt=36.5,0.708793,2.21443
9,μ=4*mt=36.5,0.713567,2.23416
9,μ=4*mt=36.5,0.718341,2.23774
9,μ=4*mt=36.5,0.723115,2.24131
9,μ=4*mt=36.5,0.727889,2.23313
9,μ=4*mt=36.5,0.732663,2.22415
9,μ=4*mt=36.5,0.737436,2.22156
9,μ=4*mt=36.5,0.74221,2.22785
9,μ=4*mt=36.5,0.746984,2.23415
9,μ=4*mt=36.5,0.751758,2.25209
9,μ=4*mt=36.5,0.756532,2.27135
9,μ=4*mt=36.5,0.761306,2.2891
9,μ=4*mt=36.5,0.76608,2.30438
9,μ=4*mt=36.5,0.770854,2.31966
9,μ=4*mt=36.5,0.775627,2.31555
9,μ=4*mt=36.5,0.780401,2.30831
9,μ=4*mt=36.5,0.785175,2.29763
9,μ=4*mt=36.5,0.789949,2.28036
9,μ=4*mt=36.5,0.794723,2.26308
9,μ=4*mt=36.5,0.799497,2.24474
9,μ=4*mt=36.5,0.804271,2.22616
9,μ=4*mt=36.5,0.809044,2.20646
9,μ=4*mt=36.5,0.813818,2.18418
9,μ=4*mt=36.5,0.818592,2.1619
9,μ=4*mt=36.5,0.823366,2.13413
9,μ=4*mt=36.5,0.82814,2.10487
9,μ=4*mt=36.5,0.832914,2.07242
9,μ=4*mt=36.5,0.837688,2.03118
9,μ=4*mt=36.5,0.842461,1.98995
9,μ=4*mt=36.5,0.847235,1.94294
9,μ=4*mt=36.5,0.852009,1.89397
9,μ=4*mt=36.5,0.856783,1.83728
9,μ=4*mt=36.5,0.861557,1.75438
9,μ=4*mt=36.5,0.866331,1.67148
9,μ=4*mt=36.5,0.871105,1.5567
9,μ=4*mt=36.5,0.875879,1.42881
9,μ=4*mt=36.5,0.880652,1.29546
9,μ=4*mt=36.5,0.885426,1.13879
9,μ=4*mt=36.5,0.8902,0.982111
9,μ=4*mt=36.5,0.894974,0.852832
9,μ=4*mt=36.5,0.899748,0.737005
9,μ=4*mt=36.5,0.904522,0.62595
9,μ=4*mt=36.5,0.909296,0.541579
9,μ=4*mt=36.5,0.914069,0.457207
9,μ=4*mt=36.5,0.918843,0.382951
9,μ=4*mt=36.5,0.923617,0.314566
9,μ=4*mt=36.5,0.928391,0.251292
9,μ=4*mt=36.5,0.933165,0.22785
9,μ=4*mt=36.5,0.937939,0.204408
9,μ=4*mt=36.5,0.942713,0.1822
9,μ=4*mt=36.5,0.947486,0.160834
9,μ=4*mt=36.5,0.95226,0.139315
9,μ=4*mt=36.5,0.957034,0.115923
9,μ=4*mt=36.5,0.961808,0.0925302
9,μ=4*mt=36.5,0.966582,0.0745198
9,μ=4*mt=36.5,0.971356,0.0607941
9,μ=4*mt=36.5,0.97613,0.0471786
9,μ=4*mt=36.5,0.980904,0.0363716
9,μ=4*mt=36.5,0.985677,0.0255646
9,μ=4*mt=36.5,0.990451,0.01617
9,μ=4*mt=36.5,0.995225,0.00808573
9,μ=4*mt=36.5,0.999999,1.42125e-06
  
  
  
